Título,Tematica,Provincia,Fecha de publicación,Descripción,ProvinciaAlternativa,FuenteContenido,LocalidadAsset,DocumentosAsociados,Identificador,ultimaActualizacion,Enlace al contenido,
"Ofertas de Empleo en la Prensa Regional","Empleo","Otra","20160413","Información actualizada a 13 de abril de 2016<p/><p style=""text-align: justify,"">Para poder consultar las <strong>ofertas</strong> publicadas en los principales <strong>periódicos regionales y provinciales</strong> de Castilla y León, clasificadas por provincia y día.</p>
<p style=""text-align: justify,"">El Servicio Público de Empleo de Castilla y León no tiene ninguna vinculación con las empresas titulares de las ofertas difundidas, por lo que no se hace responsable de la veracidad del contenido y características de las mismas.</p><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href=""http://www.empleo.jcyl.es"" target=""_blank"">http://www.empleo.jcyl.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.empleo.jcyl.es/web/jcyl/Empleo/es/PlantillaBuscadorContenidos/1284216458054/OfertasEmpleo/1284347071797/_?p0=true&tituloc=si&p1=Texto+a+buscar&p3=Cualquiera&p4=1281372813921&aceptar"" target=""_blank"">Ofertas prensa regional</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/SnpnYUFCWUd2UllKT1RJK29xRGNoVjdmbG50N1hJdWZtb2NKMnB3Ukg0Yz0%3D#articulo_28134"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Castilla y León","Internet / Prensa",,,1284548227214,20160413,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284548227214/Empleo",
"Empleo Privado en otras Comunidades Autónomas (I) ","Empleo","Otra","20160413","Actualizado a 13 de abril de 2016<p/><h4 style=""text-align: justify,"">En los enlaces que figuran más abajo aparece una relación de ofertas difundidas en las páginas Web de<strong> los</strong> Servicios Públicos<strong> de</strong> Empleo de varias Comunidades Autónomas. </h4>
<p style=""text-align: justify,"">En algunas de las ofertas no aparece la manera de presentar la candidatura, aunque sí figura la Oficina de Empleo que la gestiona, para esos casos se recomienda <strong>localizar los datos de contacto de la Oficina </strong>en el enlace que se facilita más abajo.</p><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href=""http://www.sepe.es"" target=""_blank"">http://www.sepe.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.sepe.es/direccionesytelefonosWeb/jsp/JSP_index.jsp?provincia=0"" target=""_blank"">Oficinas de Empleo</a></li><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/eXZ0VTFVSmtxRVJramoybE05QlJBNVppZGI2bC9RazlGc3U4blBua080az0%3D"" target=""_blank"">Ofertas difundidas por el Servicio Público de Empleo de ANDALUCÍA</a></li><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/RUdUM1VjclpOZVFCaS92RXNGd1A2OVIzYVN0bHo4N1hBdFA1cjhISVFGdz0%3D"" target=""_blank"">Ofertas difundidas por el Servicio Público de Empleo de ARAGÓN</a></li><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/YzFBbHV3U1JGT25xUWxwNTI5Z3oyWTFVUG83ZURGcllFRkhFcURzb3BIQT0%3D"" target=""_blank"">Ofertas difundidas por el Servicio Público de Empleo de ASTURIAS</a></li><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/QmRRWmZvd0RzRE9DY2Rnc3J0ekxPZysvZDArL0daMGFBVEdiS3J1SDNrND0%3D"" target=""_blank"">Ofertas difundidas por el Servicio Público de Empleo de BALEARES</a></li><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/UDZGZXBXTWlPbGh2di9TY1AzS2dkWDBpbGJmUXk0TlA3eloxQW1sNnBBcz0%3D"" target=""_blank"">Ofertas difundidas por el Servicio Público de Empleo de CANARIAS</a></li><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/SEVTY0VJNUNMdW9NVG1lOWFWaFRpTGs4TWRHUk1LMHJYWUFtcktoaTV1Zz0%3D"" target=""_blank"">Ofertas difundidas por el Servicio Público de Empleo de CANTABRIA</a></li><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/QXVqOHl3STdWQVZtYnpBUU9ocW9hNjk2WllwemNqV0NRa0tiVVg4UDVVYz0%3D"" target=""_blank"">Ofertas difundidas por el Servicio Público de Empleo de CASTILLA-LA MANCHA</a></li><li><a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bmJlSXRSbk9XU0JaeXF4TDJPU1dCbTlod3V0N2VmOXd5dGsvR1h5TENiTT0%3D"" target=""_blank"">Ofertas difundidas por el Servicio Público de Empleo de CATALUÑA</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/SnpnYUFCWUd2UllKT1RJK29xRGNoVjdmbG50N1hJdWZtb2NKMnB3Ukg0Yz0%3D#articulo_28133"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","España","Internet / Prensa",,,1284548227142,20160413,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284548227142/Empleo",
"Ayudas a la movilidad:""Tu Trabajo EURES-FSE"" y Tu Primer Trabajo EURES","Empleo","Otra","20160413"," <p/><p style=""text-align: justify,""><strong>&laquo,Tu trabajo EURES-FSE&raquo, :</strong></p>
<p style=""text-align: justify, padding-left: 30px,"">Tiene como <strong>objetivo estimular la movilidad laboral y de formación basada en prácticas profesionales</strong>, y es un proyecto de <strong>ayudas o subvenciones</strong> <strong>personalizadas</strong> que <strong>permitan a trabajadores</strong> españoles o de cualquier Estado miembro de la Unión Europea, del Espacio Económico Europeo, o de otro país al que se extienda el mismo régimen jurídico en materia de acceso al empleo, y que tengan residencia legal en España, <strong>encontrar empleo, realizar prácticas o realizar actividades dirigidas al aprendizaje que incluyan contrato laboral en otros países del Espacio Económico Europeo</strong> (los 28 países de la Unión Europea más Noruega, Islandia y Liechtenstein) o <strong>en Suiza</strong>.</p>
<p style=""text-align: justify, padding-left: 30px,"">El programa es gestionado por el Servicio Público de Empleo Estatal a través de la red EURES España. El RD 379/2015 establece las bases reguladoras para la concesión de subvenciones públicas destinadas a la financiación de esta acción.</p>
<p><strong>Tu primer empleo EURES (YFEJ):</strong></p>
<p style=""padding-left: 30px,"">Es un proyecto para dar apoyo financiero a jóvenes de edades entre 18 y 35 años en la búsqueda de empleo en un país de la UE distinto al de residencia y a empresas interesadas en la contratación de trabajadores jóvenes procedentes de otros países de la UE.</p>
<p style=""padding-left: 30px,"">EURES España es socio de los proyectos Your First EURES Job&rdquo, de Italia y Suecia, por lo que existe la posibilidad de solicitar estas ayudas a ""Your First EURES Job"" <strong>EURES-Italia</strong>. YFEJ 4.0 y ""<strong>Your First EURES Job"" EURES-Suecia</strong></p>
<p>Puede ver estas ayudas a la movilidad en el enlace</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/tu_primer_empleo_eures.html"" target=""_blank"">Ayudas a la movilidad EURES</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/SnpnYUFCWUd2UllKT1RJK29xRGNoVjdmbG50N1hJdWZtb2NKMnB3Ukg0Yz0%3D#articulo_28206"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284548227087,20160413,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284548227087/Empleo",
" Project Manager and Mechanics (Suecia)","Empleo","Otra","20160413","8 puestos de IT - empresa Engineering Nordic Partner AB.<p/><p><strong>Puestos disponibles:</strong></p>
<ul>
<li>Project Manager Mechanics (4 puestos)</li>
<li>Project Mechanical Designers (4 puestos)</li>
</ul>
<p>Requirements:</p>
<ul>
<li>Master or Bachelor of Science within mechanics, electronics, physics or something similar.</li>
<li>Experience.</li>
</ul>
<p>Send your CV and personal letter (in English) to: <a href=""mailto:rekrytering@engineeringpartner.se"">rekrytering@engineeringpartner.se</a> con copia a <a href=""mailto:eures.nordicos@sepe.es"">eures.nordicos@sepe.es</a><br /> Deadline for application: May 31 th 2016) (Más información ver enlaces).</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/suecia/pdf_suecia/OferSuecia11abril_Projectmanagermech.pdf"" target=""_blank"">Project Manager Mechanics.</a></li><li><a href=""http://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/suecia/pdf_suecia/OferSuecia11abril_Mechdesigners.pdf"" target=""_blank"">Project Mechanical Designers.</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/SnpnYUFCWUd2UllKT1RJK29xRGNoVjdmbG50N1hJdWZtb2NKMnB3Ukg0Yz0%3D#articulo_28193"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284548226931,20160413,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284548226931/Empleo",
"Boletín de Empleo Público del Ministerio de Hacienda y Administraciones Públicas","Empleo","Otra","20160412","<p style=""text-align: justify,"">Esta publicación contiene información relativa a las Convocatorias de Empleo Público de la Administración General del Estado, de las Comunidades Autónomas, de la Unión Europea, de Organismos Internacionales y de la Administración Local, cuyos anuncios se hayan insertado en el Boletín Oficial del Estado (BOE), correspondientes a los Ayuntamientos de las capitales de provincia, los Ayuntamientos de más de 100.000 habitantes y de todos aquellos que convoquen al menos 3 plazas.</p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""http://administracion.gob.es"" target=""_blank"">http://administracion.gob.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://administracion.gob.es/pag_Home/empleoBecas/empleo/boletinEmpleoPublico.html"" target=""_blank"">Boletín</a></li></ul></p>","España","Organismo oficial",,,1284547547143,20160412,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284547547143/Empleo",
"1 Plazas de Titulado/a y 2 de Doctor/a para el CSIC","Empleo","Otra","20160411","<p>Convoca: CSIC (Consejo Superior de Investigaciones Científicas).</p>
<p> </p>
<ul>
<li>TITULADO/A, Ref. 36402 (1 plaza). Plazo: 18 de abril de 2016.</li>
<li>DOCTOR, Ref. 36398 (1 plaza). Plazo: 14 de abril de 2016.</li>
<li>DOCTOR, Ref, 36399 (1 plaza). Plazo: 15 de abril de 2016. </li>
</ul><p><strong>Información obtenida de: </strong>Empleo público. <a href=""https://sede.csic.gob.es"" target=""_blank"">https://sede.csic.gob.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://sede.csic.gob.es/servicios/formacion-y-empleo/convocatorias-personal"" target=""_blank"">Bases</a></li></ul></p>","España","Organismo oficial",,,1284547105352,20160411,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284547105352/Empleo",
"Ayudas a la movilidad:""Tu Trabajo EURES-FSE"" y Tu Primer Trabajo EURES","Empleo","Otra","20160406"," <p/><p style=""text-align: justify,""><strong>&laquo,Tu trabajo EURES-FSE&raquo, :</strong></p>
<p style=""text-align: justify, padding-left: 30px,"">Tiene como <strong>objetivo estimular la movilidad laboral y de formación basada en prácticas profesionales</strong>, y es un proyecto de <strong>ayudas o subvenciones</strong> <strong>personalizadas</strong> que <strong>permitan a trabajadores</strong> españoles o de cualquier Estado miembro de la Unión Europea, del Espacio Económico Europeo, o de otro país al que se extienda el mismo régimen jurídico en materia de acceso al empleo, y que tengan residencia legal en España, <strong>encontrar empleo, realizar prácticas o realizar actividades dirigidas al aprendizaje que incluyan contrato laboral en otros países del Espacio Económico Europeo</strong> (los 28 países de la Unión Europea más Noruega, Islandia y Liechtenstein) o <strong>en Suiza</strong>.</p>
<p style=""text-align: justify, padding-left: 30px,"">El programa es gestionado por el Servicio Público de Empleo Estatal a través de la red EURES España. El RD 379/2015 establece las bases reguladoras para la concesión de subvenciones públicas destinadas a la financiación de esta acción.</p>
<p><strong>Tu primer empleo EURES (YFEJ):</strong></p>
<p style=""padding-left: 30px,"">Es un proyecto para dar apoyo financiero a jóvenes de edades entre 18 y 35 años en la búsqueda de empleo en un país de la UE distinto al de residencia y a empresas interesadas en la contratación de trabajadores jóvenes procedentes de otros países de la UE.</p>
<p style=""padding-left: 30px,"">EURES España es socio de los proyectos Your First EURES Job&rdquo, de Italia y Suecia, por lo que existe la posibilidad de solicitar estas ayudas a ""Your First EURES Job"" <strong>EURES-Italia</strong>. YFEJ 4.0 y ""<strong>Your First EURES Job"" EURES-Suecia</strong></p>
<p>Puede ver estas ayudas a la movilidad en el enlace</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/tu_primer_empleo_eures.html"" target=""_blank"">Ayudas a la movilidad EURES</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/TEtuYUtWelcyMHEvMHg0OXBCeEQwOVFCdXg4YU1UZ1FzUGdxL3I3ODNlMD0%3D#articulo_28019"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284545872625,20160406,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284545872625/Empleo",
"Ayudas a la movilidad:""Tu Trabajo EURES-FSE"" y Tu Primer Trabajo EURES","Empleo","Otra","20160405"," <p/><p style=""text-align: justify,""><strong>&laquo,Tu trabajo EURES-FSE&raquo, :</strong></p>
<p style=""text-align: justify, padding-left: 30px,"">Tiene como <strong>objetivo estimular la movilidad laboral y de formación basada en prácticas profesionales</strong>, y es un proyecto de <strong>ayudas o subvenciones</strong> <strong>personalizadas</strong> que <strong>permitan a trabajadores</strong> españoles o de cualquier Estado miembro de la Unión Europea, del Espacio Económico Europeo, o de otro país al que se extienda el mismo régimen jurídico en materia de acceso al empleo, y que tengan residencia legal en España, <strong>encontrar empleo, realizar prácticas o realizar actividades dirigidas al aprendizaje que incluyan contrato laboral en otros países del Espacio Económico Europeo</strong> (los 28 países de la Unión Europea más Noruega, Islandia y Liechtenstein) o <strong>en Suiza</strong>.</p>
<p style=""text-align: justify, padding-left: 30px,"">El programa es gestionado por el Servicio Público de Empleo Estatal a través de la red EURES España. El RD 379/2015 establece las bases reguladoras para la concesión de subvenciones públicas destinadas a la financiación de esta acción.</p>
<p><strong>Tu primer empleo EURES (YFEJ):</strong></p>
<p style=""padding-left: 30px,"">Es un proyecto para dar apoyo financiero a jóvenes de edades entre 18 y 35 años en la búsqueda de empleo en un país de la UE distinto al de residencia y a empresas interesadas en la contratación de trabajadores jóvenes procedentes de otros países de la UE.</p>
<p style=""padding-left: 30px,"">EURES España es socio de los proyectos Your First EURES Job&rdquo, de Italia y Suecia, por lo que existe la posibilidad de solicitar estas ayudas a ""Your First EURES Job"" <strong>EURES-Italia</strong>. YFEJ 4.0 y ""<strong>Your First EURES Job"" EURES-Suecia</strong></p>
<p>Puede ver estas ayudas a la movilidad en el enlace</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/tu_primer_empleo_eures.html"" target=""_blank"">Ayudas a la movilidad EURES</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/eWNqVzRWS2FJVm9LRHJvUzFVMjlwU2RWUDZkZW9hNHozTWlGdHVaZDJ1OD0%3D#articulo_27963"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284545217482,20160405,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284545217482/Empleo",
"2 Plazas de Titulado/a y 5 de Doctor/a para el CSIC","Empleo","Otra","20160404","<p>Convoca: CSIC (Consejo Superior de Investigaciones Científicas).</p>
<p> </p>
<ul>
<li>TITULADO/A, Ref. 36395 (1 plaza) y 36396 (1 plaza).</li>
<li>DOCTOR, Ref. 36391 (2 plazas), Ref. 36392 (1 plaza), Ref. 36394 (1 plaza) y 36397 (1 plaza).</li>
</ul>
<p> Plazo: 11 de abril de 2016</p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""https://sede.csic.gob.es"" target=""_blank"">https://sede.csic.gob.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://sede.csic.gob.es/servicios/formacion-y-empleo/convocatorias-personal"" target=""_blank"">Bases</a></li></ul></p>","España","Organismo oficial",,,1284545005234,20160404,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284545005234/Empleo",
"2 Plazas de Titulado/a y 2 de Doctor/a para el CSIC","Empleo","Otra","20160401","<p>Convoca: CSIC (Consejo Superior de Investigaciones Científicas).</p>
<p> </p>
<ul>
<li>TITULADO/A, Ref. 3388 (1 plaza) y 36387 (1 plaza).</li>
<li>DOCTOR, Ref. 36385 (1 plaza) y 36386 (1 plaza).</li>
</ul>
<p> Plazo: 7 de abril de 2016</p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""https://sede.csic.gob.es"" target=""_blank"">https://sede.csic.gob.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://sede.csic.gob.es/servicios/formacion-y-empleo/convocatorias-personal"" target=""_blank"">Bases</a></li></ul></p>","España","Organismo oficial",,,1284544500355,20160401,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284544500355/Empleo",
"Ayudas a la movilidad:""Tu Trabajo EURES-FSE"" y Tu Primer Trabajo EURES","Empleo","Otra","20160323"," <p/><p style=""text-align: justify,""><strong>&laquo,Tu trabajo EURES-FSE&raquo, :</strong></p>
<p style=""text-align: justify, padding-left: 30px,"">Tiene como <strong>objetivo estimular la movilidad laboral y de formación basada en prácticas profesionales</strong>, y es un proyecto de <strong>ayudas o subvenciones</strong> <strong>personalizadas</strong> que <strong>permitan a trabajadores</strong> españoles o de cualquier Estado miembro de la Unión Europea, del Espacio Económico Europeo, o de otro país al que se extienda el mismo régimen jurídico en materia de acceso al empleo, y que tengan residencia legal en España, <strong>encontrar empleo, realizar prácticas o realizar actividades dirigidas al aprendizaje que incluyan contrato laboral en otros países del Espacio Económico Europeo</strong> (los 28 países de la Unión Europea más Noruega, Islandia y Liechtenstein) o <strong>en Suiza</strong>.</p>
<p style=""text-align: justify, padding-left: 30px,"">El programa es gestionado por el Servicio Público de Empleo Estatal a través de la red EURES España. El RD 379/2015 establece las bases reguladoras para la concesión de subvenciones públicas destinadas a la financiación de esta acción.</p>
<p><strong>Tu primer empleo EURES (YFEJ):</strong></p>
<p style=""padding-left: 30px,"">Es un proyecto para dar apoyo financiero a jóvenes de edades entre 18 y 35 años en la búsqueda de empleo en un país de la UE distinto al de residencia y a empresas interesadas en la contratación de trabajadores jóvenes procedentes de otros países de la UE.</p>
<p style=""padding-left: 30px,"">EURES España es socio de los proyectos Your First EURES Job&rdquo, de Italia y Suecia, por lo que existe la posibilidad de solicitar estas ayudas a ""Your First EURES Job"" <strong>EURES-Italia</strong>. YFEJ 4.0 y ""<strong>Your First EURES Job"" EURES-Suecia</strong></p>
<p>Puede ver estas ayudas a la movilidad en el enlace</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/tu_primer_empleo_eures.html"" target=""_blank"">Ayudas a la movilidad EURES</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/L09WeXQ2azN3T29UWHBNMkVCQ29tU2RFRlBxTUpDazRUWTBMN2FrRGM0az0%3D#articulo_27808"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284543067196,20160323,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284543067196/Empleo",
"Fisioterapeuta en Cogeces del Monte (Valladolid)","Empleo","Valladolid","20160323","<p>La empresa <em>Domus Aurea </em>oferta un puesto de <strong>FISIOTERAPEUTA</strong> en Cogeces del Monte.</p>
<p>Requisitos:</p>
<ul>
<li>Diplomatura o Grado en Fisioterapia.</li>
<li>Carnet de conducir y vehículo.</li>
<li>Experiencia previa: 12 meses</li>
</ul>
<p>Condiciones laborales:</p>
<ul>
<li>Contrato temporal.</li>
<li>Duración: 6 meses con posibilidad de prórroga.</li>
<li>Jornada: 5 horas a la semana.</li>
<li>Horario: A convenir.</li>
</ul>
<p>Localidad del puesto: Cogeces del Monte (Valladolid)</p>
<p>Las personas interesadas pueden enviar su currículo al correo electrónico <a href=""mailto:valladolid@grupoasfa21.com"">valladolid@grupoasfa21.com</a> <span style=""text-decoration: underline,"">indicando como referencia ""Oferta 08/2016/2203&rdquo,.</span></p><p><strong>Información obtenida de: </strong>ECYL. ECYL. O.E. Peñafiel</p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/L09WeXQ2azN3T29UWHBNMkVCQ29tU2RFRlBxTUpDazRUWTBMN2FrRGM0az0%3D#articulo_27853"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>",,"ECYL",,,1284543066734,20160323,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284543066734/Empleo",
" Boletín de Empleo Público del Ministerio de Hacienda y Administraciones Públicas","Empleo","Otra","20160322","<p style=""text-align: justify,"">Esta publicación contiene información relativa a las Convocatorias de Empleo Público de la Administración General del Estado, de las Comunidades Autónomas, de la Unión Europea, de Organismos Internacionales y de la Administración Local, cuyos anuncios se hayan insertado en el Boletín Oficial del Estado (BOE), correspondientes a los Ayuntamientos de las capitales de provincia, los Ayuntamientos de más de 100.000 habitantes y de todos aquellos que convoquen al menos 3 plazas.</p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""http://administracion.gob.es"" target=""_blank"">http://administracion.gob.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://administracion.gob.es/pag_Home/empleoBecas/empleo/boletinEmpleoPublico.html"" target=""_blank"">Boletín</a></li></ul></p>","España","Organismo oficial",,,1284542503270,20160322,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284542503270/Empleo",
"1 plaza de Titulado/a y 1 de Doctor/a para el CSIC","Empleo","Otra","20160321","<p>Convoca: CSIC (Consejo Superior de Investigaciones Científicas).</p>
<p> </p>
<ul>
<li>TITULADO/A, Ref. 36378 (1 plaza).</li>
<li>DOCTOR, Ref. 36377 (1 plaza).</li>
</ul>
<p> Plazo: 28 de marzo de 2016.</p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""https://sede.csic.gob.es"" target=""_blank"">https://sede.csic.gob.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://sede.csic.gob.es/servicios/formacion-y-empleo/convocatorias-personal"" target=""_blank"">Bases</a></li></ul></p>","España","Organismo oficial",,,1284541977784,20160321,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284541977784/Empleo",
"Oportunidades profesionales en Organismos Internacionales","Empleo","Otra","20160317","Boletín del Ministerio de Asuntos Exteriores y de Cooperación
<p/><p style=""text-align: justify,"">Puede consultar las vacantes en organismos internacionales del Ministerio de Asuntos Exteriores y de Cooperación de España y los enlaces con las oportunidades para convertirse en funcionario internacional. </p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""http://www.exteriores.gob.es/"" target=""_blank"">http://www.exteriores.gob.es/</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.exteriores.gob.es/Portal/es/ServiciosAlCiudadano/OportunidadesProfesionalesFormacion/OportunidadesProfesionales/organizacionesinternacionales/Paginas/noticias.aspx"" target=""_blank"">Boletín</a></li></ul></p>","Resto del mundo","Organismo oficial",,,1284538775946,20160317,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284538775946/Empleo",
"Convocatoria de empleo para eGaus en Seseña (Toledo)","Empleo","Otra","20160316","<p style=""text-align: justify,"">Convocatoria de empleo realizada por Thinking Helper Labs, para el laboratorio de investigación en sistemas de inteligencia. La oferta está dirigida a profesionales titulados en ingeniería o carreras científicas.</p>
<p style=""text-align: justify,"">Requisitos: </p>
<ul style=""text-align: justify,"">
<li>Titulación superior en <strong>ingeniería o carreras científicas</strong>.</li>
<li>Nivel alto de <strong>inglés</strong></li>
<li>Capacidad para trabajar en equipo</li>
<li>Habilidades de comunicación </li>
</ul>
<p style=""text-align: justify,""> Los interesados pueden enviar su CV a: rrhh@thinkinghelperlabs.com</p>
<p style=""text-align: justify,"">Más información en los enlaces adjuntos.</p><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href=""http://thinkinghelperlabs.com"" target=""_blank"">http://thinkinghelperlabs.com</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://egaussholding.com/"" target=""_blank"">Página web de la empresa</a></li><li><a href=""http://thinkinghelperlabs.com/?cat=73&lang=es"" target=""_blank"">Más información</a></li><li><a href=""http://www.ayto-sesena.org/documentos/Convocatoria%20de%20empleo%20de%20Thinking%20Helper%20Labs%20en%20Seseña.pdf"" target=""_blank"">pagina web</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/dCtHTCtGWG9DMEFKU2VhclNLaFpUL1ErMW1uYTRkV1NkblE1NFF6NzNYbz0%3D#articulo_27646"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","España","Internet / Prensa",,,1284538307974,20160316,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284538307974/Empleo",
