Fichero actualizado a fecha: 2016-11-06 02:18:16
Nombre del Organismo,Descripción,DatosPersonales,Dirección,Calle,CodigoPostal,Localidad,Localidad,SoloClasificar,Teléfono,Telefax oficial,Fax,e-mail,Páginas de internet,Posicion,Información adicional,Directorio Superior,Identificador Directorio Superior,Identificador,ultimaActualizacion,Enlace al contenido,
"Área de Análisis e Iniciativas",,,,"Pza. de Castilla y León, 1","47008","Valladolid","1179469311668",,"983 411 340",,,,,"41.610413#-4.751348#88",,"Dirección General de Análisis y Planificación","1284182419825",1199779449015,20160524,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779449015/DirectorioPadre",
"Área de Coordinación y Desarrollo",,,,"Pza. de Castilla y León, 1","47008","Valladolid","1179469311668",,"983 411 340",,,,,"41.610413#-4.751348#88",,"Dirección General de Análisis y Planificación","1284182419825",1199779448938,20160524,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779448938/DirectorioPadre",
"Área de Estructuras Agrarias",,"Edificio Administrativo de Usos Múltiples (ESAUM)",,"C/ Príncipe de Vergara, 53-71","37003","Salamanca","1179298323669",,"923 296 013 Extensiones 851584 y 851589",,"923 224 800",,,"40.96393987962891#-5.654332637786865#100",,"Servicio Territorial de Agricultura y Ganadería de Salamanca","1142233538060",1204813175269,20140708,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204813175269/DirectorioPadre",
"Área de Estructuras Agrarias",,,,"C/ Santa Catalina,15","40003","Segovia","1179298563848",,"921 417 267",,,,,"40.952120771300166#-4.113104403040779#88",,"Servicio Territorial de Agricultura y Ganadería de Segovia","1142233548668",1206454213431,20160901,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1206454213431/DirectorioPadre",
"Área de Estructuras Agrarias",,,,"C/ Capitan Mendez Vigo, 8","05071","Ávila","1179297192481",,"920 355 201 (centralita)",,,,,"40.652838757493185#-4.691462516784668#82",,"Servicio Territorial de Agricultura y Ganadería de Ávila","1142233496848",1205750698302,20140902,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1205750698302/DirectorioPadre",
"Área de Estructuras Agrarias",,,,"Avda. Peregrinos, s/n (Edif. Usos Múltiples)","24008","León","1179297860755",,"987 296 302 Ext.: 830736",,,,,"42.60486563349774#-5.584659576416016#88",,"Servicio Territorial de Agricultura y Ganadería de León","1142233516760",1207036439015,20151016,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1207036439015/DirectorioPadre",
"Área de Estructuras Agrarias",,,"Avda. Casado del Alisal, 27-4ª C.P. 34001 Palencia (Palencia)",,,,,,"979 715 554",,"979 715 565",,,,,"Servicio Territorial de Agricultura y Ganadería de Palencia","1142233529920",1207034151667,20080829,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207034151667/DirectorioPadre",
"Área de Estructuras Agrarias",,,,"C/ Prado Tuerto, 17","49019","Zamora","1179469491795",,"980 547 300",,,,,"41.50666616282413#-5.73530531139113#82",,"Servicio Territorial de Agricultura y Ganadería de Zamora","1142233575799",1207833972437,20151230,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1207833972437/DirectorioPadre",
"Área de Estructuras Agrarias",,,,"C/ Santuario, 6-1º","47002","Valladolid","1179469311668",,"983 412 029",,"983 414 888",,,"41.650417#-4.7243495#88",,"Servicio Territorial de Agricultura y Ganadería de Valladolid","1142233562518",1142233562567,20160613,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233562567/DirectorioPadre",
"Área de Estructuras Agrarias",,,"Pza. Bilbao, 3 C.P. 09006 Burgos (Burgos)",,,,,,"947 281 546",,,,,,,"Servicio Territorial de Agricultura y Ganadería de Burgos","1142233504874",1203344745101,20080822,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1203344745101/DirectorioPadre",
"Área de Estudios Económicos",,,,"Pza. de Castilla y León, 1","47008","Valladolid","1179469311668",,"983 411 340",,,,,"41.610413#-4.751348#88",,"Dirección General de Análisis y Planificación","1284182419825",1199779449246,20160524,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779449246/DirectorioPadre",
"Área de Estudios Sociales",,,,"Pza. de Castilla y León, 1","47008","Valladolid","1179469311668",,"983 411 340",,,,,"41.610413#-4.751348#88",,"Dirección General de Análisis y Planificación","1284182419825",1199779449169,20160524,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779449169/DirectorioPadre",
"Área de Inspección Educativa",,,"Avda. Castilla, 85 C.P. 34005 Palencia (Palencia)",,,,,,"979 742 858",,,,,,,"Dirección Provincial de Educación de Palencia","1142233533657",1207034363381,20080829,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207034363381/DirectorioPadre",
"Área de Inspección Educativa",,"Edificio Administrativo de Usos Múltiples (ESAUM)",,"C/ Príncipe de Vergara, 53-71","37003","Salamanca","1179298323669",,"923 261 919 Extensión 852012 / 852013",,"923 213 008",,,"40.96393987962891#-5.654332637786865#100",,"Dirección Provincial de Educación de Salamanca","1142233542021",1204813484029,20130403,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204813484029/DirectorioPadre",
"Área de Inspección Educativa",,,"C/ Cruz Roja, 2 C.P. 05001 Ávila (Ávila)",,,,,,"920 252 619",,,,,,,"Dirección Provincial de Educación de Ávila","1142233500373",1205750891477,20081114,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1205750891477/DirectorioPadre",
"Área de Inspección Educativa",,,"C/ Prado Tuerto, 17 C.P. 49019 Zamora (Zamora)",,,,,,"980 522 750",,,,,,,"Dirección Provincial de Educación de Zamora","1142233579492",1207834042299,20081112,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207834042299/DirectorioPadre",
"Área de Inspección Educativa",,,,"C/ Jesús Rubio, 4","24004","León","1179297860755",,"987 344 084",,,,,"42.591745744739754#-5.572670191504585#88",,"Dirección Provincial de Educación de León","1142233522739",1207036649551,20161007,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1207036649551/DirectorioPadre",
"Área de Inspección Educativa",,,"C/ Santa Teresa de Jesús, s/n C.P. 42003 Soria (Soria)",,,,,,"975 220 160",,"975 221 236",,,,,"Dirección Provincial de Educación de Soria","1142233559441",1207834273056,20081106,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207834273056/DirectorioPadre",
"Área de Inspección Educativa",,,,"Plaza del Milenio, 1","47014","Valladolid","1179469311668",,"983 412 643",,"983 412 678",,,"41.648993804463664#-4.7357940673828125#88",,"Dirección Provincial de Educación de Valladolid","1142233570083",1202287293097,20140217,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1202287293097/DirectorioPadre",
"Área de Inspección Educativa",,,,"Avenida de Cantabria, 4","09006","Burgos","1179297447246",,"947 204 770",,,,,"42.3545797931251#-3.691234588623047#88",,"Dirección Provincial de Educación de Burgos","1142233511441",1204011680205,20120611,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204011680205/DirectorioPadre",
"Área de Inspección Educativa",,,,"C/ José Zorrilla, 38","40002","Segovia","1179298563848",,"921 417 772 Extensión 860540",,,,,"40.941612#-4.1156287#88",,"Dirección Provincial de Educación de Segovia","1142233552159",1206454319740,20150901,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1206454319740/DirectorioPadre",
"Área de Organización y Secretaría",,,,"Pza. de Castilla y León,1","47008","Valladolid","1179469311668",,"983 414 820, 983 415 406",,,,,"41.610413#-4.751348#88",,"Gabinete del Presidente","1142233482011",1142233482035,20130626,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233482035/DirectorioPadre",
"Área de Políticas Sectoriales",,,,"Pza. de Castilla y León, 1","47008","Valladolid","1179469311668",,"983 411 340",,,,,"41.610413#-4.751348#88",,"Dirección General de Análisis y Planificación","1284182419825",1199779448808,20160524,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779448808/DirectorioPadre",
"Área de Programación y Seguimiento",,,,"Pza. de Castilla y León, 1","47008","Valladolid","1179469311668",,"983 411 340",,,,,"41.610413#-4.751348#88",,"Dirección General de Análisis y Planificación","1284182419825",1199779449092,20160524,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1199779449092/DirectorioPadre",
"Área de Programas Educativos",,,"C/ Cruz Roja, 2 C.P. 05001 Ávila (Ávila)",,,,,,"920 221 804",,,,,,,"Dirección Provincial de Educación de Ávila","1142233500373",1205750891260,20081114,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1205750891260/DirectorioPadre",
"Área de Programas Educativos",,"Edificio Administrativo de Usos Múltiples (ESAUM)",,"C/ Príncipe de Vergara, 53-71","37003","Salamanca","1179298323669",,"923 261 919 Extensión 851992",,"923 213 008",,,"40.96393987962891#-5.654332637786865#100",,"Dirección Provincial de Educación de Salamanca","1142233542021",1204813484362,20130403,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204813484362/DirectorioPadre",
"Área de Programas Educativos",,,"Avda. Castilla, 85 C.P. 34005 Palencia (Palencia)",,,,,,"979 746 772",,,,,,,"Dirección Provincial de Educación de Palencia","1142233533657",1207034363282,20080829,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207034363282/DirectorioPadre",
"Área de Programas Educativos",,,"C/ Santa Teresa de Jesús, s/n C.P. 42003 Soria (Soria)",,,,,,"975 220 204",,"975 221 236",,,,,"Dirección Provincial de Educación de Soria","1142233559441",1207834272684,20081106,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207834272684/DirectorioPadre",
"Área de Programas Educativos",,,"C/ Prado Tuerto, 17 C.P. 49019 Zamora (Zamora)",,,,,,"980 522 750",,,,,,,"Dirección Provincial de Educación de Zamora","1142233579492",1207834041774,20081112,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207834041774/DirectorioPadre",
"Área de Programas Educativos",,,,"Avenida de Cantabria, 4","09006","Burgos","1179297447246",,"947 207 866",,,,,"42.35454807912188#-3.691234588623047#88",,"Dirección Provincial de Educación de Burgos","1142233511441",1204011678658,20120611,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204011678658/DirectorioPadre",
"Área de Programas Educativos",,,,"Plaza del Milenio, 1 (Edificio de Usos Múltiples)","47014","Valladolid","1179469311668",,"983 412 605, 983 412 603",,"983 412 679",,,"41.64921827752888#-4.735879898071289#94",,"Dirección Provincial de Educación de Valladolid","1142233570083",1142233574793,20140217,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233574793/DirectorioPadre",
"Área de Programas Educativos",,,,"C/ Jesús Rubio, 4","24004","León","1179297860755",,"987 344 093",,,,,"42.59173179073403#-5.57255744934082#88",,"Dirección Provincial de Educación de León","1142233522739",1207036649385,20131112,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1207036649385/DirectorioPadre",
"Área de Programas Educativos",,,"C/ José Zorrilla, 38 C.P.40002 Segovia (Segovia)",,,,,,"921 417 727",,,,,,,"Dirección Provincial de Educación de Segovia","1142233552159",1206454319622,20101124,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1206454319622/DirectorioPadre",
"Área de Relaciones Externas",,,,"Pza. de Castilla y León,1","47008","Valladolid","1179469311668",,"983 411 109",,,,,"41.610413#-4.751348#88",,"Gabinete del Presidente","1142233482011",1142233482060,20130626,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233482060/DirectorioPadre",
"Área de Secretaría Técnica",,,"C/ Prado Tuerto, 17 C.P. 49019 Zamora (Zamora)",,,,,,"980 522 750",,,,,,,"Dirección Provincial de Educación de Zamora","1142233579492",1207834041175,20081112,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207834041175/DirectorioPadre",
"Área de Secretaría Técnica Administrativa",,,"C/ Jesús Rubio, 4 C.P. 24004 León (León)",,,,,,"987 210 088",,,,,,,"Dirección Provincial de Educación de León","1142233522739",1207036648381,20080826,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207036648381/DirectorioPadre",
"Área de Secretaría Técnica Administrativa",,,"C/ José Zorrilla, 38 C.P.40002 Segovia (Segovia)",,,,,,"921 417 723",,,,,,,"Dirección Provincial de Educación de Segovia","1142233552159",1206454305702,20081024,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1206454305702/DirectorioPadre",
"Área de Secretaría Técnica Administrativa",,,"C/ Santa Teresa de Jesús, s/n C.P. 42003 Soria (Soria)",,,,,,"975 220 119",,"975 221 236",,,,,"Dirección Provincial de Educación de Soria","1142233559441",1207834270611,20081106,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207834270611/DirectorioPadre",
"Área de Secretaría Técnica Administrativa",,,"Avda. Castilla, 85 C.P. 34005 Palencia (Palencia)",,,,,,"979 748 124",,,,,,,"Dirección Provincial de Educación de Palencia","1142233533657",1207034362682,20080829,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1207034362682/DirectorioPadre",
"Área de Secretaría Técnica Administrativa",,,"C/ Cruz Roja, 2 C.P. 05001 Ávila (Ávila)",,,,,,"920 252 739",,,,,,,"Dirección Provincial de Educación de Ávila","1142233500373",1205750889256,20081114,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1205750889256/DirectorioPadre",
"Área de Secretaría Técnica Administrativa",,"Edificio Administrativo de Usos Múltiples (ESAUM)",,"C/ Príncipe de Vergara, 53-71","37003","Salamanca","1179298323669",,"923 261 919 Extensión 851928 / 851929",,"923 213 008",,,"40.96393987962891#-5.654332637786865#100","<p><strong><br />
Personal de administración y laboral </strong>923 280 571</p>
<p><strong>Personal de infantil y primaria</strong> 923 280 569</p>
<p><strong>Personal de secundaria</strong> 923 280 570</p>
<p><strong>Planificación</strong> 923 280 577</p>","Dirección Provincial de Educación de Salamanca","1142233542021",1204813483394,20130403,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204813483394/DirectorioPadre",
"Área de Secretaría Técnica Administrativa",,,,"Avenida de Cantabria, 4","09006","Burgos","1179297447246",,"947 206 339",,,,,"42.35451636510267#-3.6911916732788086#88",,"Dirección Provincial de Educación de Burgos","1142233511441",1204011675359,20120611,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204011675359/DirectorioPadre",
"Área de Secretaría Técnica Administrativa",,,,"Plaza del Milenio, 1 (Edificio de Usos Múltiples)","47014","Valladolid","1179469311668",,"983 412 632",,"983 412 677",,,"41.649154142447216#-4.73585844039917#94",,"Dirección Provincial de Educación de Valladolid","1142233570083",1142233570107,20140217,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233570107/DirectorioPadre",
"Área de Estructuras Agrarias",,,,"C/ Linajes, 1","42071","Soria","1179469197687",,"975 236 500",,,,,,,"Servicio Territorial de Agricultura y Ganadería de Soria","1142233555646",1284407262068,20150317,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284407262068/DirectorioPadre",
"Calidad Ambiental",,,,,,,,,,,,,,,,"Servicio Territorial de Medio Ambiente de Ávila","1142233497805",1211798114747,20121024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1211798114747/DirectorioPadre",
"Calidad Ambiental",,,,,,,,,,,,,,,,"Servicio Territorial de Medio Ambiente de Burgos","1142233506275",1203344755991,20121024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1203344755991/DirectorioPadre",
"Calidad Ambiental",,,,,,,,,,,,,,,,"Servicio Territorial de Medio Ambiente de León","1142233518158",1207036467059,20121024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1207036467059/DirectorioPadre",
"Calidad Ambiental",,,,,,,,,,,,,,,,"Servicio Territorial de Medio Ambiente de Palencia","1142233530847",1207034181334,20121024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1207034181334/DirectorioPadre",
"Calidad Ambiental",,,,,,,,,,,,,,,,"Servicio Territorial de Medio Ambiente Salamanca","1142233539168",1204813201267,20121024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204813201267/DirectorioPadre",
"Calidad Ambiental",,,,"Pza. Reina Doña Juana, 5","40001","Segovia","1179298563848",,"921 417 384",,"921 417 200",,,"40.949468864935845#-4.120355844497681#88",,"Servicio Territorial de Medio Ambiente de Segovia","1142233549632",1206454239060,20150707,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1206454239060/DirectorioPadre",
"Calidad Ambiental",,,,,,,,,,,,,,,,"Servicio Territorial de Medio Ambiente de Soria ","1142233556595",1212577287795,20121024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1212577287795/DirectorioPadre",
"Calidad Ambiental",,,,,,,,,,,,,,,,"Servicio Territorial de Medio Ambiente de Valladolid","1142233563389",1204012049715,20121025,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204012049715/DirectorioPadre",
"Calidad Ambiental",,,,,,,,"Si",,,,,,,,"Servicio Territorial de Medio Ambiente de Zamora","1142233576704",1207833982024,20121025,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1207833982024/DirectorioPadre",
"Área de Identidad Institucional",,,,"C/ Santiago Alba, 1","47008","Valladolid","1179469311668",,"983 411 100 ext. 800 591 y 800 592",,,"identidadinstitucional@jcyl.es",,"41.608784#-4.7485614#88",,"Dirección de Comunicación","1284182424133",1142233481860,20150911,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233481860/DirectorioPadre",
