Extract date,Organisation URI,Organisation label,Service type URI,Service type label,Programme ,Event title ,Event description ,Event type,Site name,Month,Date and time,Audience / Type,Ticket price,Booking information
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,October Half Term ,Textile Printing ,"From potato prints to screen printing, come and design and print your own t shirt. Take a look at the many textiles in our collections which have been printed for inspiration.  Please bring a white cotton T shirt so you can print your design!!",,Leeds Discovery Centre,Oct,"Wed 26th Oct, 10am - 12 noon ",Family,,"discovery.centre@leeds.gov.uk , 0113 3782100"
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas ,Winter Stories ,"Explore the Winter Stories linked to our collections, making your own artwork and cards. Mountain hares and winter coats, winter feasts and lights combine to inspire your own winter tales. ",,Leeds Discovery Centre,Dec,"Wed 21st Dec, 10am - 12 noon ",Family,,"discovery.centre@leeds.gov.uk , 0113 3782100"
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays. Bicentennial of the Leeds & Liverpool Canal,Creatures from the canal ,See the animals that live in the canal from our natural history collection and make some crafty animals.,Family activity,Leeds Industrial Museum,Aug,"Tues 2nd, Thurs 4th 11-1.30.",Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays. Bicentennial of the Leeds & Liverpool Canal,Canal art,Try your hand at Canal Folk Art.,Family activity,Leeds Industrial Museum,Aug,Tuesday 16th & Wednesday 17th 11am-1.30pm,Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays. Bicentennial of the Leeds & Liverpool Canal,Canal science ,How does water go uphill? Find out about the science behind how locks work in this fun-filled experiment.,Family activity,Leeds Industrial Museum,Aug,Tues 23rd & Weds 24th Aug 11am-1.30pm,Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays. Bicentennial of the Leeds & Liverpool Canal,Canal boat junk modelling,Make Canal boats from junk modelling and other canal crafts.,Family activity,Leeds Industrial Museum,Aug,"tues 9th, weds 10th, Thurs 11th 11-1.30",Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays. Bicentennial of the Leeds & Liverpool Canal,Canal water play,"Wet play with canal boats, listen to stories of the canals and do canal crafts",Family activity,Leeds Industrial Museum,Aug,"tues 30th, weds 31st, Thurs 1st sept 11-1.30pm  ",Under 5's,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays. Bicentennial of the Leeds & Liverpool Canal,Canal Crafts,Self-Led ,Crafts,Leeds Industrial Museum,Jul,All day through the summer holidays,Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays. Bicentennial of the Leeds & Liverpool Canal,Canal Crafts,Self-Led ,Crafts,Leeds Industrial Museum,Aug,All day through the summer holidays,Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays. WW1 Women Work and War exhibition,Who’s your ‘shero’? , Explore amazing Leeds women and make a collage or feminist ‘zine.,Crafts,Leeds Industrial Museum,Aug,"Weds 3rd, Sat 6th all day",Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays.,Mystery Family Matinee,Watch a family Film in one of the smallest cinemas in the world.,Regular event,Leeds Industrial Museum,Jul,Every day during summer holidays 2pm,Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays.,Mystery Family Matinee,Watch a family Film in one of the smallest cinemas in the world.,Regular event,Leeds Industrial Museum,Aug,Every day during summer holidays 2pm,Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer Holidays.,Mystery Family Matinee,Watch a family Film in one of the smallest cinemas in the world.,Regular event,Leeds Industrial Museum,Sep,Every day during summer holidays 2pm,Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Leeds Water Front Festival,Leeds Waterfront Festival,Armley Mills is joining in with the fun this year to mark the bi-centenary of the Leeds Liverpool Canal.,,Leeds Industrial Museum,Jun,Saturday 25th 11am to 5pm and Sunday 26th 11am to 5pm,All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Steam Toys North,Steam Toys North,"this ever popular event is back at Armley Mills again, come and explore a range of fascinating steam toys and talk to various collectors about them.",,Leeds Industrial Museum,Jul,"Sunday 24th, 12pm to 4pm",All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,National Railway Museum of Sierra Leone pop up museum,Back to celebrate the sistering of two Leeds built engines Nellie who is in the museum in free town and Aldwyth who is at the Industrial Museum. A fun filled day with lots going on.,,Leeds Industrial Museum,Jul,"Sunday 16th, 10am to 4pm",All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Leeds Classic bus running day and classic car show,"Back for its 3rd year Leeds Classic buses will be running from the city centre to Leeds Industrial Museum and Thwaite Mills, the museum is also hosting a classic cars show and plenty of other transport related activities.",,Leeds Industrial Museum,Aug,Sunday 21st 10.30am to 5pm,All,,
