CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,URBAN_STR,DECADE,SRG,CONTACT,EMAIL,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,SCE,SCENIC ACRES,NORTHWEST,RECENT SUBURBS,1990s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,9368,2919,539,5004,2837,2669,192,0,0,43,0,1,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,189,188,347,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,203,1,0,0,0,42,39,64,1,0,0,1,2660,2610,8754,7,0,1,14,249,850,508,1187,110,4608,4760,187,769,499,293,290,664,1006,530,254,116,209,742,465,267,282,790,1073,458,254,220,396,1511,964,560,572,1454,2079,988,508,336,4344000.76807000000,10809.68356140000
Residential,1,RAN,RANCHLANDS,NORTHWEST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,7698,2969,594,4592,2070,1469,271,0,229,958,0,42,0,0,0,0,0,0,0,1,222,5,455,6,0,0,0,38,5,72,2,0,2,0,266,192,683,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,930,523,2209,27,0,0,1,1449,1345,4279,19,0,0,0,559,957,647,685,57,3770,3928,222,509,325,381,558,612,618,342,142,61,257,467,289,359,637,649,688,366,144,72,479,976,614,740,1195,1261,1306,708,286,133,2347533.57104000000,6574.45937641000
Residential,1,HUN,HUNTINGTON HILLS,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,13739,5507,955,7769,3519,2955,555,4,527,1214,126,126,0,0,0,0,0,0,0,1,512,210,765,14,0,0,0,105,5,172,5,0,16,1,544,224,1591,10,0,0,0,125,119,230,1,0,0,0,3,0,8,1,0,0,0,0,0,0,0,0,0,0,1171,326,2839,43,0,0,0,2919,2635,8134,36,0,0,0,1155,1979,1028,1072,145,6788,6951,368,837,507,522,981,1130,986,652,537,268,382,798,439,527,963,1123,1014,757,541,407,750,1635,946,1049,1944,2253,2000,1409,1078,675,4766220.14485000000,10144.08272470000
Residential,1,TAR,TARADALE,NORTHEAST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Scott Lockwood,Scott.Lockwood@calgary.ca,2006,,9950,3010,1355,5496,2450,2540,202,1,0,241,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,66,1,0,1,0,169,156,559,3,30,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,177,149,416,19,43,0,9,2384,2144,8907,31,112,4,0,197,627,585,996,350,5044,4906,565,871,300,388,1038,929,502,274,135,42,534,782,322,361,1187,814,457,283,121,45,1099,1653,622,749,2225,1743,959,557,256,87,2957140.76668000000,6905.22680759000
Residential,1,CAP,CAPITOL HILL,CENTRE,INNER CITY,1940s,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2006,,4044,2185,148,2546,754,938,386,0,425,35,0,400,0,0,0,1,0,0,0,0,403,0,560,22,0,0,1,339,9,510,12,0,48,0,363,160,859,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0,0,0,0,34,6,66,1,0,0,5,913,579,1996,14,6,0,1,814,785,264,180,10,2086,1958,67,106,98,402,550,321,246,126,87,83,56,126,98,328,459,274,245,124,109,139,123,232,196,730,1009,595,491,250,196,222,1418523.94906000000,6600.71258255000
Residential,1,PAT,PATTERSON,WEST,RECENT SUBURBS,1980s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2006,,3963,2010,239,2341,1386,544,171,0,670,625,0,0,0,0,0,0,0,0,0,5,431,183,757,196,38,0,0,0,0,0,0,0,0,0,163,146,336,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,618,545,1107,5,0,1,0,532,512,1763,11,1,0,0,535,662,237,279,31,1930,2033,104,191,104,124,279,322,389,231,123,63,88,204,107,133,284,369,383,233,140,92,192,395,211,257,563,691,772,464,263,155,1802021.16933000000,6613.11821887000
Residential,1,UNI,UNIVERSITY HEIGHTS,NORTHWEST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,2919,1377,120,1402,424,431,41,0,874,12,0,18,0,0,1,0,0,0,0,2,855,18,1522,17,0,0,0,15,1,28,0,0,3,0,39,7,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,12,0,0,0,425,398,1239,6,0,0,1,397,569,169,186,14,1478,1441,46,104,90,313,359,180,137,93,90,66,43,86,84,364,275,159,160,103,104,63,89,190,174,677,634,339,297,196,194,129,811616.80322600000,4021.40746869000
Residential,1,WSP,WEST SPRINGS,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2006,,5309,2026,828,3098,1766,1576,154,0,0,292,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,105,98,214,0,47,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,227,210,433,7,58,0,1,1492,1458,4658,21,62,0,1,233,548,431,573,41,2657,2652,359,370,133,112,498,692,295,128,50,20,359,370,110,90,639,626,262,119,62,15,718,740,243,202,1137,1318,557,247,112,35,4071173.00651000000,8272.16076155000
Industrial,2,MLI,MAYLAND,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2006,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227207.22151000000,5751.14173476000
Residential,1,BRD,BRIDGELAND/RIVERSIDE,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2006,,5042,2817,256,2862,1035,933,72,5,1349,153,0,289,0,9,1,5,0,1,0,2,1169,411,1816,52,126,0,3,247,20,362,30,0,9,0,68,23,136,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,1,14,0,729,0,0,1,1,127,30,178,6,4,15,19,861,551,1820,43,7,3,16,1189,918,236,128,16,2281,2761,96,132,69,146,539,477,340,156,121,205,120,126,68,212,574,422,316,163,153,607,216,258,137,358,1113,899,656,319,274,812,3051304.76880000000,8373.44777214000
Residential,1,EAU,EAU CLAIRE,CENTRE,DOWNTOWN,DOWNTOWN,BUILT-OUT,Dawn Boutilier,Dawn.Boutilier@calgary.ca,2006,,1717,1152,56,960,589,1,0,0,1127,23,0,0,0,0,0,0,0,1,0,40,990,573,1672,17,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,16,43,1,0,0,0,1,0,2,0,0,0,1,424,510,56,19,4,864,853,26,33,15,32,95,142,172,183,114,52,22,21,16,65,120,119,163,173,88,66,48,54,31,97,215,261,335,356,202,118,516055.74500800000,3221.64393304000
Residential,1,APP,APPLEWOOD PARK,EAST,RECENT SUBURBS,1990s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,6155,1977,582,3665,1479,1368,21,0,422,132,0,34,0,0,0,0,0,0,0,1,415,155,655,6,0,0,0,26,7,64,0,0,8,0,21,17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,124,53,405,6,0,0,1,1346,1247,4966,21,0,0,0,316,473,364,595,184,3117,3038,222,467,226,287,462,558,509,255,90,41,208,481,201,278,523,552,451,191,111,42,430,948,427,565,985,1110,960,446,201,83,1566371.30109000000,5555.60108527000
Residential,1,STR,STRATHCONA PARK,WEST,RECENT SUBURBS,1980s,DEVELOPING,Norah Li,norah.li@calgary.ca,2006,,7270,2417,595,3746,2218,1935,224,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,202,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,158,546,8,0,0,0,1917,1858,6226,18,0,0,0,250,732,479,853,77,3611,3659,220,637,355,196,258,626,754,317,167,81,239,628,304,147,332,716,752,277,178,86,459,1265,659,343,590,1342,1506,594,345,167,2703324.81850000000,9061.59520540000
Residential,1,PEN,PENBROOKE MEADOWS,EAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,8382,3058,727,4726,1938,1615,381,0,77,681,0,304,0,0,0,0,0,0,0,0,73,0,149,4,0,0,0,198,8,389,27,0,79,0,362,206,1148,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,416,1908,28,0,1,0,1568,1308,4788,46,0,1,0,447,913,573,747,173,4417,3965,301,554,287,340,691,846,680,376,249,93,278,538,290,326,596,678,564,367,218,110,579,1092,577,666,1287,1524,1244,743,467,203,2045665.66219000000,5890.92707075000
Residential,1,FHT,FOREST HEIGHTS,EAST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2006,,6211,2172,480,3408,1449,944,468,0,31,572,0,156,0,0,0,1,0,0,0,0,31,1,47,0,0,0,0,121,8,221,4,0,31,0,459,278,1454,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,221,0,0,0,0,556,349,1498,16,0,0,1,929,813,2770,14,0,0,1,315,711,450,524,97,3131,3080,144,439,210,212,402,666,466,241,229,122,197,396,165,187,466,594,367,258,289,161,341,835,375,399,868,1260,833,499,518,283,1502426.84126000000,5192.34425423000
Residential,1,ASP,ASPEN WOODS,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2006,,898,464,87,428,259,453,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,263,256,878,12,178,0,0,12,78,57,115,11,440,458,33,87,26,18,48,91,78,28,20,11,33,99,28,15,63,98,67,29,20,6,66,186,54,33,111,189,145,57,40,17,3798289.01459000000,8864.81748944000
Residual Sub Area,4,09N,09N,SOUTH,RESIDUAL,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479161.48135500000,2792.74450469000
Industrial,2,SFH,SOUTH FOOTHILLS,SOUTHEAST,SOUTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638979.56582000000,7849.61487840000
Residential,1,HAY,HAYSBORO,SOUTH,INNER SUBURBS,1950s,BUILT-OUT,Denise Carbol,Denise.Carbol@calgary.ca,2006,,5970,2904,277,3512,1986,1815,0,0,1058,9,0,22,0,0,0,0,0,0,0,5,1022,345,1494,31,0,0,0,19,2,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,23,0,0,0,0,1777,1630,4428,38,0,0,0,1005,1054,365,378,25,2949,3021,99,235,194,225,354,502,526,313,251,250,121,251,162,219,357,450,491,322,331,317,220,486,356,444,711,952,1017,635,582,567,2667756.60674000000,6542.85979724000
Industrial,2,SHI,SHEPARD INDUSTRIAL,SOUTHEAST,SOUTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,,272,152,6,160,136,2,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,136,270,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,49,72,16,6,1,145,127,1,10,3,8,17,17,29,26,22,12,3,10,1,3,14,24,27,22,15,8,4,20,4,11,31,41,56,48,37,20,4641594.41052000000,10844.05858170000
Residential,1,OAK,OAKRIDGE,SOUTH,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Denise Carbol,Denise.Carbol@calgary.ca,2006,,6041,2291,331,3403,2075,1706,144,0,35,402,0,4,0,0,0,0,0,0,0,0,34,31,58,1,0,0,0,4,0,9,0,0,0,0,137,106,242,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,309,776,9,0,0,0,1685,1629,4956,19,0,2,0,392,850,357,603,51,2992,3049,134,388,263,208,222,355,556,513,247,106,123,356,234,208,290,446,575,506,210,101,257,744,497,416,512,801,1131,1019,457,207,2419705.08540000000,6362.79283624000
Residential,1,BYV,BAYVIEW,SOUTH,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Denise Carbol,Denise.Carbol@calgary.ca,2006,,659,249,25,296,237,212,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,32,57,3,0,0,0,206,205,602,6,0,0,0,25,113,29,65,7,316,343,9,35,27,21,4,27,60,56,41,36,6,46,26,18,4,39,66,51,46,41,15,81,53,39,8,66,126,107,87,77,423973.10099300000,4299.26560005000
Residential,1,POI,POINT MCKAY,CENTRE,INNER SUBURBS,1970s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,1344,846,33,856,681,0,24,0,312,510,0,0,0,0,0,0,0,0,0,0,290,231,420,22,0,0,0,0,0,0,0,0,0,0,24,24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,426,874,6,0,0,0,0,0,0,0,0,0,0,406,324,66,22,0,627,717,17,19,15,29,126,68,124,120,58,51,10,16,17,48,111,74,153,122,89,77,27,35,32,77,237,142,277,242,147,128,383870.29305800000,2503.66356291000
Residential,1,SSD,SUNNYSIDE,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Vern Hart,Vern.Hart@calgary.ca,2006,,3598,2355,118,2687,726,538,40,15,1460,185,0,110,0,5,0,0,0,2,0,3,1352,231,1932,105,0,0,1,101,0,139,3,0,5,0,38,21,74,0,2,0,0,0,0,0,0,0,0,0,15,5,21,0,0,0,2,3,0,6,2,0,0,1,176,130,358,1,7,0,1,518,339,1068,16,3,0,7,1156,800,164,80,3,1766,1832,45,76,26,207,657,325,244,115,38,33,43,75,37,290,635,294,221,119,58,60,88,151,63,497,1292,619,465,234,96,93,1022201.30510000000,5850.78674070000
Residential,1,CHN,CHINATOWN,CENTRE,DOWNTOWN,DOWNTOWN,BUILT-OUT,Larry Pollock,Larry.Pollock@calgary.ca,2006,,1361,861,36,383,180,0,0,0,860,0,0,0,1,0,0,0,0,0,0,5,836,180,1355,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,442,297,77,20,1,585,776,12,20,17,21,76,89,39,52,86,173,13,31,9,22,91,72,52,51,135,300,25,51,26,43,167,161,91,103,221,473,247558.48302100000,2670.20464203000
Residential,1,SPR,SPRUCE CLIFF,WEST,INNER SUBURBS,1950s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2006,,2827,1991,177,1351,575,324,89,0,1391,124,0,62,0,0,0,1,0,0,0,4,761,276,1135,137,489,0,0,56,1,75,3,0,3,0,83,34,195,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243,0,0,0,2,111,20,443,11,0,0,0,310,244,736,9,4,1,1,596,451,128,110,37,1298,1529,77,138,53,97,269,207,168,101,112,76,69,127,55,115,323,211,153,133,195,148,146,265,108,212,592,418,321,234,307,224,1081282.34020000000,4695.31014920000
Residential,1,SHG,SHAGANAPPI,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2006,,1657,867,84,1030,340,397,83,0,159,132,0,93,0,0,0,3,0,0,0,1,153,8,237,5,0,0,0,76,8,120,5,0,12,0,76,20,173,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,18,0,0,0,1,119,20,173,12,0,0,1,385,284,936,6,4,1,3,309,299,103,92,8,849,808,33,65,34,75,193,154,115,71,60,49,41,66,33,82,168,141,90,51,63,73,74,131,67,157,361,295,205,122,123,122,1481741.77799000000,5717.74302378000
Residential,1,WGT,WESTGATE,WEST,INNER SUBURBS,1950s,BUILT-OUT,Norah Li,norah.li@calgary.ca,2006,,3145,1347,182,1760,1035,923,54,0,165,192,0,13,0,0,0,0,0,0,0,0,139,88,232,26,0,0,0,9,0,12,0,0,4,0,52,26,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,67,439,0,0,0,0,913,854,2352,10,0,0,0,323,502,210,248,22,1480,1665,71,146,100,106,210,216,260,139,113,119,81,174,102,119,206,242,274,170,163,134,152,320,202,225,416,458,534,309,276,253,1150950.80277000000,4551.83099229000
Residential,1,ACA,ACADIA,SOUTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Denise Carbol,Denise.Carbol@calgary.ca,2006,,10657,5014,508,6453,2912,2283,132,0,2026,384,140,42,0,0,4,1,0,2,0,39,1947,404,3289,40,0,0,0,34,7,65,6,0,2,0,131,87,302,1,0,0,0,135,127,257,3,0,2,0,0,0,0,0,0,0,1,5,1,148,1,0,0,0,377,283,951,7,0,0,1,2250,2003,5645,30,1,1,7,1592,1886,736,604,61,5372,5285,205,445,275,497,917,897,870,468,483,315,193,442,271,430,804,809,733,533,590,480,398,887,546,927,1721,1706,1603,1001,1073,795,3906037.02688000000,9130.98122863000
Industrial,2,S23,SECTION 23,SOUTHEAST,SOUTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,Y,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111773.03758000000,8409.42470009000
Industrial,2,ESH,EAST SHEPARD INDUSTRIAL,SOUTHEAST,SOUTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17367772.51040000000,17686.68670240000
Residual Sub Area,4,12A,12A,SOUTHEAST,RESIDUAL,NON RESIDENTIAL,N/A,Scott Lockwood,scott.lockwood@calgary.ca,2006,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455335.71757000000,6103.65312816000
Residential,1,PUM,PUMP HILL,SOUTH,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Denise Carbol,Denise.Carbol@calgary.ca,2006,,1806,560,55,686,419,381,50,0,61,66,0,0,0,0,0,2,0,0,0,0,59,0,70,2,0,0,0,0,0,0,0,0,0,0,49,49,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,348,0,0,0,0,66,0,106,0,0,0,0,376,370,1199,4,1,0,2,118,204,71,133,26,785,1021,26,83,59,59,35,67,140,115,70,131,15,71,72,51,47,74,156,100,81,354,41,154,131,110,82,141,296,215,151,485,942291.23414700000,3966.77102859000
Residential,1,PAL,PALLISER,SOUTH,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Denise Carbol,Denise.Carbol@calgary.ca,2006,,3319,1704,143,1636,1087,468,184,156,577,319,0,0,0,0,0,0,0,0,0,2,565,206,833,9,0,1,0,0,0,0,0,0,0,0,178,176,318,6,0,0,0,0,0,0,0,0,0,0,155,0,269,1,0,0,0,0,0,0,0,0,0,0,318,263,594,1,0,0,0,464,442,1305,4,0,0,0,668,656,163,173,20,1589,1730,64,145,92,101,174,188,212,203,211,199,45,109,65,104,150,203,247,230,288,289,109,254,157,205,324,391,459,433,499,488,987414.79420100000,4048.17989133000
Residential,1,MPL,MAPLE RIDGE,SOUTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Denise Carbol,Denise.Carbol@calgary.ca,2006,,2066,810,101,1029,748,807,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,748,2064,10,0,0,0,127,350,129,176,17,1022,1044,43,121,77,51,63,140,184,137,145,61,36,111,91,30,72,161,169,153,155,66,79,232,168,81,135,301,353,290,300,127,2772711.73706000000,8167.74117413000
Residential,1,DDG,DOUGLASDALE/GLEN,SOUTHEAST,RECENT SUBURBS,1990s,BUILT-OUT,Denise Carbol,Denise.Carbol@calgary.ca,2006,,11847,3963,1014,7075,3850,3735,144,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,74,175,0,0,0,0,3722,3633,11434,13,0,0,0,342,1373,800,1311,123,5915,5932,396,983,372,297,535,1197,1129,688,244,74,379,953,390,278,585,1303,1108,626,216,94,775,1936,762,575,1120,2500,2237,1314,460,168,6027544.20626000000,13861.84862020000
Residential,1,SOW,SOUTHWOOD,SOUTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Denise Carbol,Denise.Carbol@calgary.ca,2006,,6197,2630,447,3700,1604,1376,290,33,333,520,0,77,1,0,0,0,0,0,0,0,331,76,582,2,0,0,0,61,5,112,7,0,9,0,286,99,734,4,0,0,0,0,0,0,0,0,0,0,31,15,39,2,0,0,0,1,0,6,0,0,0,0,498,170,1201,21,1,0,0,1365,1239,3523,11,0,0,1,631,974,476,445,47,3133,3064,166,341,214,258,511,542,446,250,257,148,160,334,162,279,535,472,422,268,277,155,326,675,376,537,1046,1014,868,518,534,303,2661115.80570000000,6583.13454500000
Residential,1,BNF,BANFF TRAIL,CENTRE,INNER CITY,1950s,BUILT-OUT,Brenda Etherington,Brenda.Etherington@calgary.ca,2006,,3639,1780,95,2057,690,1051,157,0,54,4,0,493,1,7,1,0,0,12,0,0,51,3,75,3,0,0,0,405,16,707,16,0,72,1,147,54,340,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,26,7,0,1,0,4,0,8,0,0,0,3,1006,617,2483,31,9,2,21,468,627,304,200,26,1969,1670,38,102,94,540,472,256,189,103,59,116,38,93,109,423,339,172,165,114,75,142,76,195,203,963,811,428,354,217,134,258,1451656.03686000000,5869.15123698000
Residential,1,UOC,UNIVERSITY OF CALGARY,NORTHWEST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2006,,2137,645,155,750,0,0,0,0,393,250,0,0,2,0,0,0,0,0,0,6,383,0,813,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,573,0,0,0,0,240,0,751,10,0,0,0,0,0,0,0,0,0,2,157,188,105,167,8,1036,1101,69,61,268,341,195,95,3,2,2,0,65,62,329,353,225,59,5,2,1,0,134,123,597,694,420,154,8,4,3,0,2659681.31046000000,9062.15134420000
