Community Name,Project Number,Job Created Year (YYYY),Permit Number,POSSE Job Type,Status Description,Est Construction Values,Construction Area ( Square Footage),Job Created Date (YYYY/MM/DD),Permit Issue Date (YYYY/MM/DD),Job Compltd Date (YYYY/MM/DD),Permit Duration ,SCP Process times
REDSTONE,PDA2015-02364,2015,BP2015-14921,Single Construction Permit,Completed,"$202,677","1,326.0000",11/16/2015,12/7/2015,5/12/2016,178,14
REDSTONE,PDA2015-02381,2015,BP2015-15054,Single Construction Permit,Completed,"$230,076","1,554.0000",11/18/2015,12/10/2015,5/5/2016,169,48
REDSTONE,PDA2015-02403,2015,BP2015-15172,Single Construction Permit,Completed,"$276,867","1,857.0000",11/20/2015,12/10/2015,4/19/2016,151,47
REDSTONE,PDA2015-02404,2015,BP2015-15173,Single Construction Permit,Completed,"$187,740","1,585.0000",11/20/2015,12/14/2015,3/30/2016,131,15
REDSTONE,PDA2015-02404,2015,BP2015-15174,Single Construction Permit,Completed,"$165,464","1,529.0000",11/20/2015,12/14/2015,3/29/2016,130,15
REDSTONE,PDA2015-02405,2015,BP2015-15298,Single Construction Permit,Completed,"$254,356","1,720.0000",11/25/2015,1/7/2016,5/19/2016,176,22
REDSTONE,PDA2015-02408,2015,BP2015-15201,Single Construction Permit,Completed,"$188,603","1,553.0000",11/23/2015,12/15/2015,4/14/2016,143,1
REDSTONE,PDA2015-02408,2015,BP2015-15202,Single Construction Permit,Completed,"$171,699","1,566.0000",11/23/2015,12/15/2015,4/14/2016,143,1
REDSTONE,PDA2015-02430,2015,BP2015-15330,Single Construction Permit,Completed,"$276,867","1,857.0000",11/26/2015,12/17/2015,4/19/2016,145,15
REDSTONE,PDA2015-02442,2015,BP2015-15393,Single Construction Permit,Completed,"$223,697","1,842.0000",11/27/2015,12/17/2015,6/6/2016,192,18
REDSTONE,PDA2015-02442,2015,BP2015-15395,Single Construction Permit,Completed,"$234,256","1,940.0000",11/27/2015,12/17/2015,6/6/2016,192,18
REDSTONE,PDA2015-02446,2015,BP2015-15416,Single Construction Permit,Completed,"$257,965","1,618.0000",11/30/2015,12/22/2015,5/12/2016,164,1
REDSTONE,PDA2015-02447,2015,BP2015-15435,Single Construction Permit,Completed,"$229,395","1,566.0000",11/30/2015,12/22/2015,4/28/2016,150,14
REDSTONE,PDA2015-02448,2015,BP2015-15434,Single Construction Permit,Completed,"$261,387","1,789.0000",11/30/2015,12/22/2015,4/11/2016,133,14
REDSTONE,PDA2015-02451,2015,BP2015-15454,Single Construction Permit,Completed,"$241,935","1,617.0000",12/1/2015,12/22/2015,4/26/2016,147,16
REDSTONE,PDA2015-02454,2015,BP2015-15487,Single Construction Permit,Final Phase,"$363,184","2,290.0000",12/1/2015,1/5/2016,12/31/9999,294,23
REDSTONE,PDA2015-02461,2015,BP2015-15680,Single Construction Permit,Completed,"$377,796","2,377.0000",12/8/2015,12/29/2015,6/6/2016,181,12
REDSTONE,PDA2015-02464,2015,BP2015-15558,Single Construction Permit,Completed,"$258,570","1,745.0000",12/3/2015,1/6/2016,5/26/2016,175,3
REDSTONE,PDA2015-02470,2015,BP2015-15572,Single Construction Permit,Completed,"$276,156","1,848.0000",12/4/2015,12/22/2015,4/29/2016,147,3
REDSTONE,PDA2015-02487,2015,BP2015-15668,Single Construction Permit,Completed,"$229,262","1,566.0000",12/8/2015,12/21/2015,4/1/2016,115,1
REDSTONE,PDA2015-02494,2015,BP2015-15710,Single Construction Permit,Completed,"$377,796","2,377.0000",12/9/2015,12/22/2015,5/24/2016,167,1
REDSTONE,PDA2015-02503,2015,BP2015-15739,Single Construction Permit,Completed,"$299,498","1,860.0000",12/9/2015,12/30/2015,7/5/2016,209,11
REDSTONE,PDA2015-02510,2015,BP2015-15762,Single Construction Permit,Completed,"$207,311","1,410.0000",12/10/2015,12/28/2015,4/8/2016,120,1
REDSTONE,PDA2015-02514,2015,BP2015-15773,Single Construction Permit,Completed,"$276,156","1,848.0000",12/10/2015,1/4/2016,5/5/2016,147,1
REDSTONE,PDA2015-02521,2015,BP2015-15804,Single Construction Permit,Completed,"$270,229","1,789.0000",12/10/2015,1/5/2016,4/21/2016,133,1
REDSTONE,PDA2015-02543,2015,BP2015-15906,Single Construction Permit,Completed,"$399,443","2,377.0000",12/15/2015,12/30/2015,5/24/2016,161,33
REDSTONE,PDA2015-02550,2015,BP2015-15910,Single Construction Permit,Completed,"$406,355","2,452.0000",12/15/2015,1/4/2016,6/14/2016,182,5
REDSTONE,PDA2015-02551,2015,BP2015-15911,Single Construction Permit,Completed,"$373,168","2,361.0000",12/15/2015,12/28/2015,6/16/2016,184,1
REDSTONE,PDA2015-02552,2015,BP2015-15969,Single Construction Permit,Completed,"$419,908","2,664.0000",12/16/2015,12/30/2015,6/22/2016,189,1
REDSTONE,PDA2015-02556,2015,BP2015-15921,Single Construction Permit,Completed,"$377,921","2,393.0000",12/15/2015,12/30/2015,6/6/2016,174,1
REDSTONE,PDA2015-02573,2015,BP2015-15994,Single Construction Permit,Completed,"$214,527","1,434.0000",12/17/2015,1/6/2016,6/13/2016,179,11
REDSTONE,PDA2015-02576,2015,BP2015-15988,Single Construction Permit,Completed,"$243,043","1,652.0000",12/17/2015,1/11/2016,6/1/2016,167,1
REDSTONE,PDA2015-02583,2015,BP2015-16009,Single Construction Permit,Completed,"$300,134","2,002.0000",12/17/2015,1/6/2016,5/6/2016,141,11
REDSTONE,PDA2015-02588,2015,BP2015-16029,Single Construction Permit,Completed,"$258,570","1,745.0000",12/17/2015,1/5/2016,5/30/2016,165,1
REDSTONE,PDA2015-02603,2015,BP2015-16134,Single Construction Permit,Completed,"$352,316","2,250.0000",12/22/2015,1/4/2016,7/18/2016,209,8
REDSTONE,PDA2016-00008,2016,BP2016-00023,Single Construction Permit,Completed,"$269,444","1,745.0000",1/4/2016,1/8/2016,6/13/2016,161,3
REDSTONE,PDA2016-00014,2016,BP2016-00065,Single Construction Permit,Completed,"$359,188","2,200.0000",1/6/2016,1/8/2016,6/8/2016,154,30
REDSTONE,PDA2016-00042,2016,BP2016-00200,Single Construction Permit,Completed,"$183,856","1,200.0000",1/11/2016,1/12/2016,6/15/2016,156,1
REDSTONE,PDA2016-00066,2016,BP2016-00329,Single Construction Permit,Completed,"$248,846","1,600.0000",1/14/2016,1/19/2016,6/6/2016,144,1
REDSTONE,PDA2016-00108,2016,BP2016-00468,Single Construction Permit,Completed,"$359,188","2,200.0000",1/20/2016,1/26/2016,7/15/2016,177,90
REDSTONE,PDA2016-00133,2016,BP2016-00565,Single Construction Permit,Completed,"$264,289","1,697.0000",1/22/2016,1/27/2016,5/31/2016,130,34
REDSTONE,PDA2016-00137,2016,BP2016-00698,Single Construction Permit,Completed,"$316,086","1,911.0000",1/27/2016,1/28/2016,7/14/2016,169,1
REDSTONE,PDA2016-00138,2016,BP2016-00700,Single Construction Permit,Completed,"$318,140","1,921.0000",1/27/2016,1/28/2016,6/8/2016,133,27
REDSTONE,PDA2016-00205,2016,BP2016-00848,Single Construction Permit,Completed,"$388,120","2,377.0000",2/2/2016,2/2/2016,7/14/2016,163,1
REDSTONE,PDA2016-00207,2016,BP2016-00850,Single Construction Permit,Completed,"$264,427","1,564.0000",2/2/2016,2/4/2016,6/27/2016,146,3
REDSTONE,PDA2016-00212,2016,BP2016-00870,Single Construction Permit,Completed,"$415,907","2,476.0000",2/2/2016,2/4/2016,7/27/2016,176,3
REDSTONE,PDA2016-00215,2016,BP2016-00880,Single Construction Permit,Completed,"$269,747","1,745.0000",2/2/2016,4/13/2016,7/5/2016,154,50
REDSTONE,PDA2016-00216,2016,BP2016-00881,Single Construction Permit,Completed,"$269,747","1,745.0000",2/2/2016,2/5/2016,7/8/2016,157,2
REDSTONE,PDA2016-00217,2016,BP2016-01055,Single Construction Permit,Completed,"$281,539","1,684.0000",2/8/2016,2/9/2016,6/16/2016,129,1
REDSTONE,PDA2016-00218,2016,BP2016-01052,Single Construction Permit,Completed,"$393,186","2,417.0000",2/8/2016,2/9/2016,7/29/2016,172,1
REDSTONE,PDA2016-00220,2016,BP2016-00904,Single Construction Permit,Completed,"$271,776","1,745.0000",2/3/2016,2/5/2016,7/19/2016,167,1
REDSTONE,PDA2016-00221,2016,BP2016-00911,Single Construction Permit,Completed,"$294,797","1,777.0000",2/3/2016,2/8/2016,6/29/2016,147,3
REDSTONE,PDA2016-00225,2016,BP2016-00943,Single Construction Permit,Completed,"$297,804","1,954.0000",2/4/2016,2/10/2016,6/10/2016,127,30
REDSTONE,PDA2016-00234,2016,BP2016-01093,Single Construction Permit,Completed,"$413,871","2,390.0000",2/9/2016,2/10/2016,7/11/2016,153,1
REDSTONE,PDA2016-00243,2016,BP2016-01185,Single Construction Permit,Completed,"$400,415","2,437.0000",2/11/2016,2/11/2016,6/21/2016,131,1
REDSTONE,PDA2016-00309,2016,BP2016-01351,Single Construction Permit,Completed,"$446,425","2,706.0000",2/17/2016,2/23/2016,8/15/2016,180,2
REDSTONE,PDA2016-00349,2016,BP2016-01597,Single Construction Permit,Completed,"$210,692","1,350.0000",2/24/2016,2/25/2016,7/27/2016,154,64
REDSTONE,PDA2016-00361,2016,BP2016-01790,Single Construction Permit,Pre Board Phase,"$240,404","1,541.0000",3/2/2016,3/3/2016,12/31/9999,202,1
REDSTONE,PDA2016-00378,2016,BP2016-01820,Single Construction Permit,Completed,"$270,007","1,789.0000",3/2/2016,3/11/2016,6/7/2016,97,1
REDSTONE,PDA2016-00380,2016,BP2016-01830,Single Construction Permit,Completed,"$270,007","1,789.0000",3/3/2016,3/17/2016,6/24/2016,113,6
REDSTONE,PDA2016-00389,2016,BP2016-01904,Single Construction Permit,Pre Board Phase,"$230,744","1,478.0000",3/4/2016,3/8/2016,12/31/9999,200,1
REDSTONE,PDA2016-00393,2016,BP2016-01950,Single Construction Permit,Completed,"$313,055","1,911.0000",3/7/2016,3/10/2016,7/14/2016,129,2
REDSTONE,PDA2016-00419,2016,BP2016-02072,Single Construction Permit,Completed,"$240,404","1,541.0000",3/10/2016,3/15/2016,8/5/2016,148,2
REDSTONE,PDA2016-00422,2016,BP2016-02099,Single Construction Permit,Completed,"$214,149","1,410.0000",3/11/2016,3/15/2016,6/30/2016,111,1
REDSTONE,PDA2016-00433,2016,BP2016-02215,Single Construction Permit,Completed,"$164,998","1,472.0000",3/15/2016,3/19/2016,9/14/2016,183,1
REDSTONE,PDA2016-00433,2016,BP2016-02216,Single Construction Permit,Completed,"$164,998","1,472.0000",3/15/2016,3/19/2016,8/17/2016,155,1
REDSTONE,PDA2016-00454,2016,BP2016-02381,Single Construction Permit,Completed,"$472,878","2,680.0000",3/17/2016,3/30/2016,8/4/2016,140,17
REDSTONE,PDA2016-00462,2016,BP2016-02476,Single Construction Permit,Completed,"$270,007","1,789.0000",3/21/2016,3/29/2016,6/29/2016,100,2
REDSTONE,PDA2016-00471,2016,BP2016-02445,Single Construction Permit,Completed,"$331,040","2,173.0000",3/18/2016,4/4/2016,7/13/2016,117,1
REDSTONE,PDA2016-00472,2016,BP2016-02444,Single Construction Permit,Completed,"$223,527","1,457.0000",3/18/2016,3/24/2016,7/21/2016,125,3
REDSTONE,PDA2016-00492,2016,BP2016-02647,Single Construction Permit,Completed,"$270,007","1,789.0000",3/23/2016,4/8/2016,7/7/2016,106,8
REDSTONE,PDA2016-00501,2016,BP2016-02708,Single Construction Permit,Completed,"$308,097","1,857.0000",3/28/2016,4/5/2016,8/22/2016,147,1
REDSTONE,PDA2016-00502,2016,BP2016-02734,Single Construction Permit,Completed,"$417,930","2,417.0000",3/28/2016,4/5/2016,8/29/2016,154,2
REDSTONE,PDA2016-00535,2016,BP2016-02952,Single Construction Permit,Completed,"$442,095","2,669.0000",4/1/2016,4/12/2016,9/13/2016,165,23
REDSTONE,PDA2016-00585,2016,BP2016-03277,Single Construction Permit,Completed,"$290,292","1,869.0000",4/11/2016,4/14/2016,7/22/2016,102,2
REDSTONE,PDA2016-00588,2016,BP2016-03288,Single Construction Permit,Completed,"$216,547","1,725.0000",4/11/2016,4/18/2016,9/12/2016,154,23
REDSTONE,PDA2016-00588,2016,BP2016-03289,Single Construction Permit,Final Phase,"$223,999","1,793.0000",4/11/2016,4/18/2016,12/31/9999,162,23
REDSTONE,PDA2016-00621,2016,BP2016-03472,Single Construction Permit,Completed,"$270,007","1,789.0000",4/14/2016,5/3/2016,8/9/2016,117,12
REDSTONE,PDA2016-00622,2016,BP2016-03473,Single Construction Permit,Completed,"$213,128","1,694.0000",4/14/2016,5/4/2016,8/30/2016,138,4
REDSTONE,PDA2016-00622,2016,BP2016-03474,Single Construction Permit,Completed,"$223,999","1,793.0000",4/14/2016,5/4/2016,8/30/2016,138,4
REDSTONE,PDA2016-00629,2016,BP2016-03537,Single Construction Permit,Final Phase,"$461,750","2,797.0000",4/15/2016,4/28/2016,12/31/9999,158,10
REDSTONE,PDA2016-00630,2016,BP2016-03543,Single Construction Permit,Final Phase,"$214,149","1,410.0000",4/15/2016,4/26/2016,12/31/9999,158,2
REDSTONE,PDA2016-00633,2016,BP2016-03593,Single Construction Permit,Completed,"$292,753","1,789.0000",4/15/2016,4/27/2016,7/29/2016,105,3
REDSTONE,PDA2016-00635,2016,BP2016-03595,Single Construction Permit,Completed,"$272,339","1,789.0000",4/15/2016,4/27/2016,7/22/2016,98,2
REDSTONE,PDA2016-00636,2016,BP2016-03596,Single Construction Permit,Completed,"$292,100","1,789.0000",4/15/2016,5/5/2016,7/29/2016,105,5
REDSTONE,PDA2016-00646,2016,BP2016-03748,Single Construction Permit,Pre Board Phase,"$372,741","2,290.0000",4/19/2016,5/3/2016,12/31/9999,154,1
REDSTONE,PDA2016-00650,2016,BP2016-03678,Single Construction Permit,Completed,"$247,346","1,612.0000",4/19/2016,5/3/2016,9/16/2016,150,1
REDSTONE,PDA2016-00651,2016,BP2016-03679,Single Construction Permit,Final Phase,"$247,346","1,612.0000",4/19/2016,5/3/2016,12/31/9999,154,1
REDSTONE,PDA2016-00659,2016,BP2016-03797,Single Construction Permit,Completed,"$264,843","1,730.0000",4/20/2016,5/10/2016,9/19/2016,152,15
REDSTONE,PDA2016-00669,2016,BP2016-03812,Single Construction Permit,Completed,"$270,007","1,789.0000",4/21/2016,5/5/2016,8/4/2016,105,1
REDSTONE,PDA2016-00674,2016,BP2016-03839,Single Construction Permit,Completed,"$239,621","1,566.0000",4/21/2016,5/5/2016,8/15/2016,116,1
REDSTONE,PDA2016-00687,2016,BP2016-03927,Single Construction Permit,Completed,"$255,833","1,596.0000",4/25/2016,5/10/2016,8/18/2016,115,2
REDSTONE,PDA2016-00689,2016,BP2016-03957,Single Construction Permit,Completed,"$391,368","2,387.0000",4/25/2016,5/4/2016,9/12/2016,140,4
REDSTONE,PDA2016-00692,2016,BP2016-03982,Single Construction Permit,Pre Board Phase,"$352,064","2,154.0000",4/25/2016,5/5/2016,12/31/9999,148,4
REDSTONE,PDA2016-00737,2016,BP2016-04170,Single Construction Permit,Pre Board Phase,"$267,098","1,745.0000",4/28/2016,5/5/2016,12/31/9999,145,33
REDSTONE,PDA2016-00778,2016,BP2016-04456,Single Construction Permit,Completed,"$292,753","1,789.0000",5/4/2016,5/16/2016,8/22/2016,110,1
REDSTONE,PDA2016-00783,2016,BP2016-04467,Single Construction Permit,Completed,"$292,753","1,789.0000",5/4/2016,5/16/2016,8/12/2016,100,1
REDSTONE,PDA2016-00785,2016,BP2016-04478,Single Construction Permit,Completed,"$292,753","1,789.0000",5/4/2016,5/16/2016,8/15/2016,103,1
REDSTONE,PDA2016-00811,2016,BP2016-04686,Single Construction Permit,Completed,"$292,753","1,789.0000",5/9/2016,5/24/2016,8/22/2016,105,2
REDSTONE,PDA2016-00826,2016,BP2016-04756,Single Construction Permit,Pre Board Phase,"$252,025","1,612.0000",5/10/2016,5/24/2016,12/31/9999,133,1
REDSTONE,PDA2016-00852,2016,BP2016-04899,Single Construction Permit,Completed,"$236,823","1,566.0000",5/12/2016,5/26/2016,8/18/2016,98,1
REDSTONE,PDA2016-00866,2016,BP2016-04953,Single Construction Permit,Completed,"$294,432","1,789.0000",5/12/2016,5/26/2016,8/31/2016,111,1
REDSTONE,PDA2016-00868,2016,BP2016-04969,Single Construction Permit,Completed,"$214,183","1,410.0000",5/13/2016,6/1/2016,8/24/2016,103,13
REDSTONE,PDA2016-00869,2016,BP2016-04971,Single Construction Permit,Completed,"$297,804","1,954.0000",5/13/2016,6/7/2016,9/16/2016,126,13
REDSTONE,PDA2016-00873,2016,BP2016-05019,Single Construction Permit,Completed,"$237,304","1,566.0000",5/16/2016,5/31/2016,8/31/2016,107,2
REDSTONE,PDA2016-00878,2016,BP2016-05147,Single Construction Permit,Completed,"$270,007","1,789.0000",5/17/2016,5/31/2016,8/29/2016,104,2
REDSTONE,PDA2016-00884,2016,BP2016-05094,Single Construction Permit,Completed,"$214,149","1,410.0000",5/16/2016,5/31/2016,9/14/2016,121,3
REDSTONE,PDA2016-00885,2016,BP2016-05095,Single Construction Permit,Completed,"$272,339","1,789.0000",5/16/2016,5/30/2016,8/25/2016,101,3
REDSTONE,PDA2016-00887,2016,BP2016-05108,Single Construction Permit,Pre Board Phase,"$432,132","2,475.0000",5/17/2016,6/10/2016,12/31/9999,126,2
REDSTONE,PDA2016-00889,2016,BP2016-05107,Single Construction Permit,Final Phase,"$465,924","2,886.0000",5/17/2016,6/8/2016,12/31/9999,126,45
REDSTONE,PDA2016-00890,2016,BP2016-05106,Single Construction Permit,Completed,"$285,999","1,857.0000",5/17/2016,5/30/2016,9/16/2016,122,2
REDSTONE,PDA2016-00896,2016,BP2016-05170,Single Construction Permit,Completed,"$272,339","1,789.0000",5/17/2016,5/31/2016,8/29/2016,104,2
REDSTONE,PDA2016-00897,2016,BP2016-05171,Single Construction Permit,Completed,"$235,125","1,428.0000",5/17/2016,5/31/2016,9/1/2016,107,2
REDSTONE,PDA2016-00899,2016,BP2016-05236,Single Construction Permit,Completed,"$272,339","1,789.0000",5/18/2016,6/1/2016,9/7/2016,112,2
REDSTONE,PDA2016-00912,2016,BP2016-05225,Single Construction Permit,Pre Board Phase,"$264,766","1,745.0000",5/18/2016,5/31/2016,12/31/9999,125,1
REDSTONE,PDA2016-00929,2016,BP2016-05304,Single Construction Permit,Completed,"$270,007","1,789.0000",5/19/2016,6/1/2016,9/12/2016,116,1
REDSTONE,PDA2016-00931,2016,BP2016-05284,Single Construction Permit,Pre Board Phase,"$362,839","2,221.0000",5/19/2016,5/27/2016,12/31/9999,124,34
REDSTONE,PDA2016-00942,2016,BP2016-05336,Single Construction Permit,Pre Board Phase,"$363,644","2,250.0000",5/20/2016,6/3/2016,12/31/9999,123,1
REDSTONE,PDA2016-00960,2016,BP2016-05475,Single Construction Permit,Completed,"$270,007","1,789.0000",5/24/2016,6/8/2016,9/8/2016,107,1
REDSTONE,PDA2016-00963,2016,BP2016-05503,Single Construction Permit,Completed,"$270,007","1,789.0000",5/24/2016,6/8/2016,9/1/2016,100,2
REDSTONE,PDA2016-00970,2016,BP2016-05556,Single Construction Permit,Pre Board Phase,"$271,776","1,745.0000",5/25/2016,6/9/2016,12/31/9999,118,1
REDSTONE,PDA2016-00979,2016,BP2016-05603,Single Construction Permit,Pre Board Phase,"$440,649","2,739.0000",5/26/2016,6/9/2016,12/31/9999,117,16
REDSTONE,PDA2016-00984,2016,BP2016-05728,Single Construction Permit,Pre Board Phase,"$326,531","2,000.0000",5/27/2016,6/15/2016,12/31/9999,116,1
REDSTONE,PDA2016-00985,2016,BP2016-05927,Single Construction Permit,Pre Board Phase,"$332,569","2,026.0000",6/1/2016,6/20/2016,12/31/9999,111,2
REDSTONE,PDA2016-00987,2016,BP2016-05673,Single Construction Permit,Pre Board Phase,"$269,444","1,745.0000",5/26/2016,6/10/2016,12/31/9999,117,1
REDSTONE,PDA2016-01002,2016,BP2016-05731,Single Construction Permit,Completed,"$236,823","1,566.0000",5/27/2016,6/12/2016,9/7/2016,103,1
REDSTONE,PDA2016-01025,2016,BP2016-05784,Single Construction Permit,Final Phase,"$386,446","2,391.0000",5/30/2016,6/15/2016,12/31/9999,113,71
REDSTONE,PDA2016-01040,2016,BP2016-05860,Single Construction Permit,Pre Backfill Phase,"$401,582","2,452.0000",5/31/2016,6/17/2016,12/31/9999,112,4
REDSTONE,PDA2016-01041,2016,BP2016-05874,Single Construction Permit,Final Phase,"$392,245","2,429.0000",5/31/2016,6/21/2016,12/31/9999,112,74
REDSTONE,PDA2016-01047,2016,BP2016-05948,Single Construction Permit,Final Phase,"$283,667","1,857.0000",6/1/2016,6/23/2016,12/31/9999,111,17
REDSTONE,PDA2016-01053,2016,BP2016-05915,Single Construction Permit,Final Phase,"$236,823","1,566.0000",5/31/2016,6/17/2016,12/31/9999,112,2
REDSTONE,PDA2016-01059,2016,BP2016-05926,Single Construction Permit,Pre Board Phase,"$392,086","2,427.0000",6/1/2016,6/18/2016,12/31/9999,111,70
REDSTONE,PDA2016-01124,2016,BP2016-06372,Single Construction Permit,Pre Board Phase,"$219,012","1,702.0000",6/9/2016,7/5/2016,12/31/9999,103,18
REDSTONE,PDA2016-01124,2016,BP2016-06373,Single Construction Permit,Pre Board Phase,"$223,255","1,810.0000",6/9/2016,7/5/2016,12/31/9999,103,18
REDSTONE,PDA2016-01145,2016,BP2016-06552,Single Construction Permit,Pre Board Phase,"$385,205","2,377.0000",6/13/2016,7/5/2016,12/31/9999,99,1
REDSTONE,PDA2016-01154,2016,BP2016-06576,Single Construction Permit,Pre Board Phase,"$270,007","1,789.0000",6/14/2016,7/6/2016,12/31/9999,98,13
REDSTONE,PDA2016-01155,2016,BP2016-06583,Single Construction Permit,Pre Board Phase,"$270,007","1,789.0000",6/14/2016,6/28/2016,12/31/9999,98,1
REDSTONE,PDA2016-01156,2016,BP2016-06589,Single Construction Permit,Pre Board Phase,"$272,339","1,789.0000",6/14/2016,6/28/2016,12/31/9999,98,1
REDSTONE,PDA2016-01177,2016,BP2016-06710,Single Construction Permit,Pre Board Phase,"$441,211","2,779.0000",6/16/2016,7/7/2016,12/31/9999,96,12
REDSTONE,PDA2016-01180,2016,BP2016-06717,Single Construction Permit,Pre Board Phase,"$267,013","1,745.0000",6/16/2016,7/7/2016,12/31/9999,96,11
REDSTONE,PDA2016-01188,2016,BP2016-06773,Single Construction Permit,Pre Board Phase,"$441,211","2,779.0000",6/17/2016,7/18/2016,12/31/9999,95,18
REDSTONE,PDA2016-01202,2016,BP2016-06854,Single Construction Permit,Pre Board Phase,"$426,353","2,637.0000",6/20/2016,7/27/2016,12/31/9999,92,26
REDSTONE,PDA2016-01217,2016,BP2016-06913,Single Construction Permit,Pre Backfill Phase,"$333,321","2,025.0000",6/21/2016,7/11/2016,12/31/9999,91,13
REDSTONE,PDA2016-01219,2016,BP2016-06914,Single Construction Permit,Pre Board Phase,"$238,189","1,541.0000",6/21/2016,7/7/2016,12/31/9999,91,1
REDSTONE,PDA2016-01290,2016,BP2016-07284,Single Construction Permit,Pre Board Phase,"$377,169","2,326.0000",6/28/2016,7/12/2016,12/31/9999,84,1
REDSTONE,PDA2016-01347,2016,BP2016-07509,Single Construction Permit,Pre Board Phase,"$351,834","2,013.0000",7/4/2016,7/14/2016,12/31/9999,78,2
REDSTONE,PDA2016-01352,2016,BP2016-07534,Single Construction Permit,Pre Backfill Phase,"$460,397","2,870.0000",7/4/2016,7/15/2016,12/31/9999,78,3
REDSTONE,PDA2016-01354,2016,BP2016-07543,Single Construction Permit,Pre Board Phase,"$313,055","1,911.0000",7/4/2016,7/15/2016,12/31/9999,78,3
REDSTONE,PDA2016-01360,2016,BP2016-07782,Single Construction Permit,Pre Board Phase,"$270,007","1,789.0000",7/8/2016,7/27/2016,12/31/9999,74,2
REDSTONE,PDA2016-01364,2016,BP2016-07577,Single Construction Permit,Pre Board Phase,"$363,873","2,249.0000",7/5/2016,7/18/2016,12/31/9999,77,10
REDSTONE,PDA2016-01384,2016,BP2016-07664,Single Construction Permit,Pre Board Phase,"$291,077","1,742.0000",7/6/2016,7/20/2016,12/31/9999,76,4
REDSTONE,PDA2016-01417,2016,BP2016-07810,Single Construction Permit,Pre Backfill Phase,"$355,813","2,190.0000",7/8/2016,7/26/2016,12/31/9999,74,13
REDSTONE,PDA2016-01419,2016,BP2016-07822,Single Construction Permit,Pre Board Phase,"$260,320","1,720.0000",7/8/2016,7/26/2016,12/31/9999,74,31
REDSTONE,PDA2016-01425,2016,BP2016-07846,Single Construction Permit,Pre Board Phase,"$388,120","2,377.0000",7/11/2016,7/19/2016,12/31/9999,71,1
REDSTONE,PDA2016-01448,2016,BP2016-07984,Single Construction Permit,Pre Board Phase,"$269,310","1,746.0000",7/13/2016,7/27/2016,12/31/9999,69,1
REDSTONE,PDA2016-01494,2016,BP2016-08203,Single Construction Permit,Pre Backfill Phase,"$396,291","2,459.0000",7/18/2016,8/3/2016,12/31/9999,64,13
REDSTONE,PDA2016-01495,2016,BP2016-08201,Single Construction Permit,Pre Backfill Phase,"$249,628","1,618.0000",7/18/2016,8/3/2016,12/31/9999,64,1
REDSTONE,PDA2016-01507,2016,BP2016-08277,Single Construction Permit,Pre Backfill Phase,"$428,119","2,664.0000",7/19/2016,8/4/2016,12/31/9999,63,12
REDSTONE,PDA2016-01516,2016,BP2016-08369,Single Construction Permit,Pre Board Phase,"$393,965","2,445.0000",7/20/2016,8/4/2016,12/31/9999,62,2
REDSTONE,PDA2016-01517,2016,BP2016-08370,Single Construction Permit,Pre Board Phase,"$223,527","1,457.0000",7/20/2016,8/22/2016,12/31/9999,62,21
REDSTONE,PDA2016-01522,2016,BP2016-08400,Single Construction Permit,Pre Board Phase,"$227,724","1,457.0000",7/21/2016,8/8/2016,12/31/9999,61,1
REDSTONE,PDA2016-01550,2016,BP2016-08851,Single Construction Permit,Pre Board Phase,"$313,055","1,911.0000",7/29/2016,8/22/2016,12/31/9999,53,2
REDSTONE,PDA2016-01575,2016,BP2016-08604,Single Construction Permit,Pre Board Phase,"$408,238","2,516.0000",7/26/2016,8/24/2016,12/31/9999,56,21
REDSTONE,PDA2016-01588,2016,BP2016-08677,Single Construction Permit,Pre Backfill Phase,"$241,569","1,577.0000",7/27/2016,8/16/2016,12/31/9999,55,2
REDSTONE,PDA2016-01603,2016,BP2016-08778,Single Construction Permit,Pre Backfill Phase,"$264,843","1,730.0000",7/28/2016,8/16/2016,12/31/9999,54,1
REDSTONE,PDA2016-01617,2016,BP2016-08852,Single Construction Permit,Pre Board Phase,"$208,450","1,694.0000",7/29/2016,8/18/2016,12/31/9999,53,1
REDSTONE,PDA2016-01617,2016,BP2016-08853,Single Construction Permit,Pre Board Phase,"$223,999","1,793.0000",7/29/2016,8/18/2016,12/31/9999,53,1
REDSTONE,PDA2016-01620,2016,BP2016-08855,Single Construction Permit,Pre Backfill Phase,"$392,224","2,377.0000",7/29/2016,8/17/2016,12/31/9999,53,2
REDSTONE,PDA2016-01621,2016,BP2016-08857,Single Construction Permit,Pre Board Phase,"$395,880","2,448.0000",7/29/2016,8/17/2016,12/31/9999,53,26
REDSTONE,PDA2016-01637,2016,BP2016-08929,Single Construction Permit,Pre Backfill Phase,"$212,222","1,707.0000",8/2/2016,8/18/2016,12/31/9999,49,4
REDSTONE,PDA2016-01637,2016,BP2016-08930,Single Construction Permit,Pre Backfill Phase,"$212,222","1,707.0000",8/2/2016,8/18/2016,12/31/9999,49,4
REDSTONE,PDA2016-01638,2016,BP2016-08932,Single Construction Permit,Pre Backfill Phase,"$333,760","2,051.0000",8/2/2016,8/17/2016,12/31/9999,49,3
REDSTONE,PDA2016-01658,2016,BP2016-09038,Single Construction Permit,Pre Board Phase,"$215,438","1,702.0000",8/4/2016,8/30/2016,12/31/9999,47,19
