CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,URBAN_STR,DECADE,SRG,CONTACT,EMAIL,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,HAW,HAWKWOOD,NORTHWEST,RECENT SUBURBS,1980s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,10602,3326,547,0,3129,3068,0,0,138,119,0,1,0,0,0,0,0,0,0,0,136,134,174,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,109,227,1,0,0,0,3050,2885,10198,17,0,1,0,297,840,707,1333,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3206005.35230000000,7381.82668527000
Residual Sub Area,4,03V,03V,NORTHEAST,GREENFIELD,NON RESIDENTIAL,N/A,Emile Takla,Emile.Takla@calgary.ca,2005,Y,0,12,0,0,0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3668505.95711000000,9756.24619621000
Residential,1,SAD,SADDLE RIDGE,NORTHEAST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Emile Takla,Emile.Takla@calgary.ca,2005,,5175,1715,766,0,1465,1704,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,15,1549,1462,5161,57,83,0,0,112,429,335,564,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959178.86503000000,8133.64570916000
Residential,1,HID,HIDDEN VALLEY,NORTH,RECENT SUBURBS,1990s,DEVELOPING,Paul Donker,paul.donker@calgary.ca,2005,,11695,3849,1441,0,3641,3442,132,0,0,274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,131,121,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,247,537,3,0,0,1,3406,3272,10906,34,1,0,0,391,1081,821,1391,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4093176.54860000000,10220.81943030000
Residential,1,ROY,ROYAL OAK,NORTHWEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Scott Lockwood,scott.lockwood@calgary.ca,2005,,5631,2493,743,0,1915,1918,70,0,125,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,5,36,30,82,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,314,296,582,23,39,0,36,1648,1589,4967,90,144,0,0,241,746,398,564,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3643481.02152000000,7877.86420392000
Industrial,2,CIA,CALGARY INTERNATIONAL AIRPORT,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Doug MacDonald,Doug.MacDonald@calgary.ca,2005,Y,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20616579.07680000000,23162.44190030000
Residential,1,COU,COUNTRY HILLS,NORTH,RECENT SUBURBS,1990s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,3695,1426,418,0,1310,979,24,0,200,220,0,3,0,0,0,0,0,0,0,0,197,178,294,3,0,0,0,3,2,9,0,0,0,0,22,21,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,192,441,7,0,0,0,967,917,2900,12,0,0,0,270,468,300,336,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888400.45482000000,7442.87536953000
Residential,1,CIT,CITADEL,NORTHWEST,RECENT SUBURBS,1990s,DEVELOPING,Paul Donker,paul.donker@calgary.ca,2005,,10071,3477,1110,0,3266,2822,2,0,224,429,0,0,0,0,0,0,0,0,0,0,215,188,336,9,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,384,922,2,0,0,0,2800,2692,8811,22,0,0,0,440,1039,766,1117,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2757033.08646000000,7814.79953028000
Residential,1,ARB,ARBOUR LAKE,NORTHWEST,RECENT SUBURBS,1990s,DEVELOPING,Paul Donker,paul.donker@calgary.ca,2005,,10537,3795,973,0,3511,2656,174,0,591,61,308,4,0,0,0,1,0,0,0,0,580,528,888,11,0,0,0,3,1,7,1,0,0,0,172,161,304,2,0,0,0,301,295,514,7,0,0,0,0,0,0,0,0,0,0,1,0,117,0,0,0,0,60,52,152,1,0,0,1,2609,2474,8555,37,9,0,1,674,1227,602,1093,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316558.35539000000,8651.41330957000
Residential,1,MAC,MACEWAN GLEN,NORTH,RECENT SUBURBS,1980s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,5338,1776,414,0,1571,1517,66,0,0,185,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,16,0,0,0,0,64,45,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,110,385,8,0,0,1,1492,1414,4779,23,1,0,0,210,471,343,665,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418085.76406000000,5013.41320506000
Industrial,2,SRI,SADDLE RIDGE INDUSTRIAL,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Doug MacDonald,Doug.MacDonald@calgary.ca,2005,,55,31,4,0,6,27,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,6,51,2,0,0,0,5,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538498.67119000000,7852.11540015000
Residential,1,BED,BEDDINGTON HEIGHTS,NORTH,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,11923,4265,838,0,3237,2603,922,4,0,642,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,3,134,6,0,5,1,902,639,2403,19,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,601,352,1462,41,0,0,1,2554,2239,7916,48,0,0,0,620,1275,948,1151,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3203986.99381000000,9407.09514385000
Major Park,3,NPK,NOSE HILL PARK,NORTHWEST,PARKS,NON RESIDENTIAL,N/A,,,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11605487.48880000000,13861.67315710000
Industrial,2,DBC,DEERFOOT BUSINESS CENTRE,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Doug MacDonald,Doug.MacDonald@calgary.ca,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952597.58644000000,7806.68940348000
Residential,1,SCE,SCENIC ACRES,NORTHWEST,RECENT SUBURBS,1990s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,9433,2920,588,0,2834,2667,194,0,0,43,0,2,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,191,189,364,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,207,1,0,0,0,43,39,73,0,0,0,0,2655,2606,8789,12,0,0,14,229,864,491,1212,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4344000.76816000000,10809.68356140000
Residential,1,RAN,RANCHLANDS,NORTHWEST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,7726,2969,599,0,2090,1469,271,0,229,958,0,42,0,0,0,0,0,0,0,2,221,1,451,6,0,0,0,37,3,62,3,0,2,0,265,193,667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,545,2137,44,0,0,1,1459,1348,4409,9,0,0,0,542,961,633,710,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347533.57112000000,6574.45937641000
Residential,1,HUN,HUNTINGTON HILLS,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,13743,5498,1042,0,3514,2956,555,4,527,1214,126,116,0,0,0,0,0,0,0,0,513,206,778,14,0,0,0,95,7,156,16,0,5,0,534,220,1559,21,0,0,0,126,119,234,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,1129,313,2776,85,0,0,0,2922,2649,8224,34,0,0,0,1102,1952,998,1128,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4766220.14474000000,10144.08272470000
Residual Sub Area,4,01F,01F,,,,,,,2005,,134,58,18,0,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,39,134,2,14,0,0,1,10,15,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884005.14165500000,6628.81546871000
Residential,1,TAR,TARADALE,NORTHEAST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Emile Takla,Emile.Takla@calgary.ca,2005,,8961,2743,1259,0,2300,2356,170,0,0,190,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,77,0,0,0,0,135,129,437,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,141,373,13,11,0,3,2247,2029,8074,66,40,0,0,192,622,556,943,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954494.05182000000,6899.95623618000
Residential,1,DAL,DALHOUSIE,NORTHWEST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,9081,3700,482,0,2549,1924,307,0,863,570,0,36,0,0,0,0,0,0,0,2,837,346,1303,24,0,0,0,35,0,71,1,0,0,0,301,131,864,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,308,1331,15,0,0,0,1901,1764,5512,18,2,3,0,808,1391,599,763,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3335932.04103000000,7592.46633784000
Residential,1,SIL,SILVER SPRINGS,NORTHWEST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,9308,3511,498,0,2921,2533,208,1,240,514,0,14,0,0,1,0,0,0,0,2,228,0,380,10,0,0,0,13,2,23,1,0,0,0,205,138,543,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,2,0,0,0,0,493,397,972,21,0,0,0,2509,2383,7386,21,3,0,1,618,1196,663,907,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4978414.22208000000,10061.28688680000
Residual Sub Area,4,05B,05B,NORTHEAST,RESIDUAL,NON RESIDENTIAL,N/A,Emile Takla,Emile.Takla@calgary.ca,2005,Y,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022480.53860000000,4503.73339724000
Residential,1,COR,CORAL SPRINGS,NORTHEAST,RECENT SUBURBS,1990s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,6037,1475,459,0,1422,1437,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,82,0,0,0,0,1423,1392,5953,14,0,0,0,42,197,264,716,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626240.79469000000,5257.08734666000
Residential,1,FAL,FALCONRIDGE,NORTHEAST,RECENT SUBURBS,1980s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,10151,3351,1123,0,2052,1858,544,0,212,597,0,140,0,0,0,0,0,0,0,1,201,24,411,10,0,0,0,113,11,250,20,0,7,0,518,270,1699,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,318,1727,25,0,0,1,1788,1429,6064,69,0,0,0,388,859,720,974,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156335.70086000000,6000.05384741000
Residential,1,CAS,CASTLERIDGE,NORTHEAST,RECENT SUBURBS,1980s,BUILT-OUT,Cliff DeJong,cliff.dejong@calgary.ca,2005,,6095,1879,568,0,1307,1458,226,0,120,0,0,75,0,0,0,0,0,0,0,0,103,0,182,17,0,0,0,68,3,154,7,0,0,0,217,134,710,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417,1170,5049,40,1,0,0,202,436,369,611,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212142.08070000000,4570.77495815000
Industrial,2,SKW,SKYLINE WEST,NORTH,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825984.78430600000,4686.71479355000
Residual Sub Area,4,01B,01B,NORTHWEST,OTHER,NON RESIDENTIAL,N/A,Emile Takla,Emile.Takla@calgary.ca,2005,Y,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976907.33523000000,6132.17319733000
Residential,1,MRT,MARTINDALE,NORTHEAST,RECENT SUBURBS,1990s,DEVELOPING,Emile Takla,Emile.Takla@calgary.ca,2005,,11569,3561,1515,0,3155,3322,52,0,0,148,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,75,1,0,6,0,51,43,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,139,306,3,0,0,0,3254,2969,10997,68,0,0,0,332,909,756,1165,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2716744.34905000000,6713.93364052000
Industrial,2,WES,WESTWINDS,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2005,,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950608.01970000000,6713.54908030000
Residential,1,THO,THORNCLIFFE,NORTH,INNER SUBURBS,1950s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,8812,3769,605,0,2365,2055,366,0,335,817,0,195,0,0,1,0,0,0,0,0,308,31,467,27,0,0,2,144,10,239,30,0,19,1,343,167,891,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,784,355,2077,31,0,0,0,2012,1802,5138,39,0,4,1,874,1291,699,650,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269188.17199000000,8229.10911659000
Residential,1,VAR,VARSITY,NORTHWEST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,11963,5451,422,0,3471,2606,170,0,1756,893,0,24,0,0,1,0,0,1,0,3,1521,434,2382,79,152,1,0,17,0,26,5,0,2,0,166,83,434,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,867,553,1702,25,0,0,0,2571,2401,7417,34,1,0,2,1475,1967,707,910,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6848980.94696000000,11791.02440860000
Residential,1,BRE,BRENTWOOD,NORTHWEST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,6228,2560,286,0,1759,1980,0,83,206,240,0,50,0,0,1,0,0,0,0,2,197,6,277,7,0,0,0,41,1,80,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,6,141,1,0,0,0,0,0,0,1,0,0,1,228,0,496,11,0,0,0,1945,1746,5234,35,0,0,1,552,956,424,516,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890587.61578000000,8008.90123734000
Residential,1,NHU,NORTH HAVEN UPPER,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,657,245,25,0,233,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,233,657,2,0,0,0,31,102,42,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269104.30586800000,2418.67369893000
Industrial,2,SKE,SKYLINE EAST,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Doug MacDonald,Doug.MacDonald@calgary.ca,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554908.42846500000,3438.30333461000
Residential,1,GRV,GREENVIEW,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,1941,1105,94,0,421,206,30,0,511,309,0,49,0,0,0,0,0,0,0,5,466,80,708,40,0,0,0,38,3,57,11,0,0,0,27,10,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,159,647,15,0,0,0,197,169,471,9,0,0,0,431,392,118,69,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453727.28584800000,3866.51701485000
Residential,1,CHW,CHARLESWOOD,NORTHWEST,INNER SUBURBS,1950s,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,3514,1478,129,0,1198,1296,33,0,117,0,0,32,0,0,0,0,0,0,0,2,113,1,163,2,0,0,0,26,0,42,2,0,4,0,31,17,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,1180,3231,16,0,0,0,300,633,221,278,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830352.95795000000,8414.50625382000
Residential,1,NHV,NORTH HAVEN,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Tamara Tannis,Tamara.Tannis@calgary.ca,2005,,2350,961,131,0,675,605,204,0,50,86,0,16,0,0,0,0,0,0,0,0,46,0,48,4,0,0,0,14,1,24,2,0,0,1,196,106,491,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,193,13,0,0,0,599,568,1594,6,0,0,0,198,348,155,219,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845599.29472800000,4110.69209099000
Residential,1,BOW,BOWNESS,NORTHWEST,ESTABLISHED SUBURBS,PRE-1940,BUILT-OUT,Paul Donker,paul.donker@calgary.ca,2005,,11008,5208,709,0,2657,2415,806,59,686,847,1,378,0,3,10,1,0,2,0,7,636,107,908,43,0,0,0,326,39,594,42,0,10,3,762,362,1930,37,4,0,0,1,0,2,0,0,0,0,50,6,75,1,8,8,0,14,0,241,2,0,0,0,779,199,1686,67,1,0,3,2349,1944,5572,55,6,2,16,1541,1881,787,625,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5609292.86454000000,14421.00515150000
Industrial,2,HOR,HORIZON,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cliff DeJong,cliff.dejong@calgary.ca,2005,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314773.72382000000,6538.68081688000
