nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"RACE","PS CHOPERA (DE LA) 57","28100","EJE CHOPERA","916622516","916616504","alcobendas@race.es","www.rece.es","NO DISPONIBLE","SERVICIOS","SERVICIOS DEL AUTOMOVIL, SEGUROS ASISTENCIA MEDICA, ASESORIA JUDICIAL, GESTORIA","",40.54295204,-3.64362915
"RADIADORES JUCAR BUSSINES","CL SALAMANCA (DE) 45","28100","LAS TIENDAS DEL CENTRO","916529032","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","GONZALEZ ESTEBARANZ JUAN MIGUEL","SERVICIOS","REPARACION DE RADIADORES Y AIRE ACONDICIONADO DEL AUTOMOVIL","",40.54314580,-3.62866849
"RADICAL DUCATI","CL JOSE ECHEGARAY (DE) 16 - LOCAL 2 - 1","28100","OTRAS ZONAS","916615702","916618990","radical@radicalducati.com","wwwradicalducati.com","JOSE MARIA ROSELL ANDRE","SERVICIOS","VENTA DE MOTOCICLETAS Y ACCESORIOS","",40.54209400,-3.65461052
"RAMIRO RESTAURANTES","AV MIGUEL DE CERVANTES (DE) - S/N","28100","OTRAS ZONAS","914905996 / 699869314","916611690","catering@ramirorestaurantes.es","www.ramirorestaurantes.es","DOMINGO TINAQUERO RAMIRO","HOSTELERIA / OCIO","HOSTELERIA, RESTAURANTE, CAFETERIA, TERRAZA","",40.54866224,-3.65059895
"RANCHO TEJANO","CL MARQUESA VIUDA DE ALDAMA 25","28100","LAS TIENDAS DEL CENTRO","685846948","NO DISPONIBLE","apolomoda@gmail.com","NO DISPONIBLE","JUAN ALBERTO POLO FERNANDEZ","MODA Y COMPLEMENTOS","ROPA VAQUERA","",40.54174869,-3.63145871
"RANCHO TEJANO","CL MARQUESA VIUDA DE ALDAMA 19","28100","LAS TIENDAS DEL CENTRO","685846948","NO DISPONIBLE","apolomoda@gmail.com","NO DISPONIBLE","ALBERTO POLO","MODA Y COMPLEMENTOS","ROPA VAQUERA","",40.54160986,-3.63160290
"RANCHO TEJANO","CL MARQUESA VIUDA DE ALDAMA 19","28100","LAS TIENDAS DEL CENTRO","685846948","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","VICTORIANO POLO","MODA Y COMPLEMENTOS","ROPA VAQUERA","",40.54160986,-3.63160290
"RANDSTAD EMPLEO","CL MARQUES DE LA VALDAVIA (D 107","28100","EJE VALDAVIA ESPAÑA","916537811","916525615","alcobendas@randstad.es","www.randstad.es","EVA BASANTA OTERO","VARIOS","AGENCIA DE TRABAJO TEMPORAL","",40.54650844,-3.65371019
"RASTRO REMAR","CL CONCILIO (DEL) 7","28100","OTRAS ZONAS","918033821 / 629932109","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JUAN TEBA GONZALEZ","VARIOS","VENTA Y RECOGIDA DE MUEBLES SEGUNDA MANO","",40.54362583,-3.63606695
"REAL MUSICAL","CL OVIEDO (DE) 9","28100","OTRAS ZONAS","916517844","916517844","info@laslajara.com","www.lajara.com","CLAUDIO","VARIOS","INSTRUMENTOS MUSICALES","",40.54228336,-3.63497668
"REALE","CL FUEGO (DEL) 33","28100","Z.C. CONSTITUCION","916528017 / 916587410","916238791","pr.alcobendas@reale.es","NO DISPONIBLE","MANUEL VILLASANTE","SERVICIOS","SEGUROS","",40.54343140,-3.63536902
"REDPISO","PS CHOPERA (DE LA) 29","28100","EJE CHOPERA","911960011","NO DISPONIBLE","alcobendas@redpiso.es","www.redpiso.es","MIGUEL MANSILLA FERNANDEZ","SERVICIOS","INMOBILIARIA","",40.54125095,-3.64152375
"REFORMAS E INTERIORISMO DE NIVEL","CL UNION (DE LA) 5","28100","LAS TIENDAS DEL CENTRO","916510309 / 619293286","916530508","refdenivel@gmail.com","NO DISPONIBLE","ADOLFO GUISADO / MAITE GARRIDO","CONSTRUCCION Y REFORMA","REFORMAS EN GENERAL","",40.54418609,-3.63072544
"REGALABIEN.COM","CL MARQUES DE LA VALDAVIA (D 117 -3º  C","28100","EJE VALDAVIA ESPAÑA","916625939/639103152","NO DISPONIBLE","info@regalabien.com","www.regalabien.com","JUAN JOSE CANO TENA","VARIOS","COMERCIO ELECTRONICO. PLATAFORMA Y RED SOCIAL DE COMERCIOS Y SERVICIOS","",40.54685679,-3.65591868
"REMAX VENTURE","CL SANTIAGO APOSTOL (DE) 3","28100","LAS TIENDAS DEL CENTRO","916587470 / 609533394","916530740","venture@remax.es","www.venture.remax.es","YOLANDA CRISTOBAL MUÑOZ","SERVICIOS","SERVICIOS INMOBILIARIOS","",40.54293047,-3.63149790
"RENO MODA MUJER","CL CONSTITUCION (DE LA) 101","28100","Z.C. CONSTITUCION","916527498/619164750","912411801","boutique@renomoda.com","www.renomoda.com","Mª ANGELES MORENO POTI","MODA Y COMPLEMENTOS","BOUTIQUE DE ROPA DE CEREMONIA, FIESTA Y MODA URBANA COMUNION","",40.54527040,-3.64247685
"REPARACION ALCAZAR","CL CONSTITUCION (DE LA) 95","28100","Z.C. CONSTITUCION","916547469","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JOSE LUIS ALCAZAR O ROBERTO ALCAZAR","VARIOS","REPARACION DEL CALZADO Y COMPLEMENTOS","",40.54490115,-3.64177509
"REPARACION DE CALZADO A. MONTALBAN","CL PINTOR ROSALES (DEL) 7","28100","OTRAS ZONAS","916617441","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","AMADOR MONTALBAN SANCHEZ","VARIOS","REPARACION DE CALZADO","",40.53823777,-3.63942926
"REPTIL VIAJES","CL OBISPO EIJO GARAY (DEL) 6 - 1º C","28100","OTRAS ZONAS","916238799","NO DISPONIBLE","ana@reptilviajes.com","www.reptilviajes.com","ANA BELEN FERNANDEZ SIERRA","SERVICIOS","AGENCIA DE VIAJES ON LINE","",40.54413732,-3.63680228
"REPUESTOS HERMANOS MORENO","CL JARAMA (DEL) 5","28100","Z.C. CONSTITUCION","916511948","916512124","rpmoreno@ceauto.com","NO DISPONIBLE","AGUSTIN MORENO","SERVICIOS","REPUESTOS DEL AUTOMOVIL","",40.54462285,-3.63876043
"RESAM, PERSIANAS Y ALUMINIO","CL SALAMANCA (DE) 17 - LOCAL LCA IZQDA.","28100","LAS TIENDAS DEL CENTRO","916547114","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JUAN MOLINA CORDOBA","CONSTRUCCION Y REFORMA","CERRAMIENTO DE ALUMINIO Y PERSIANAS","",40.54170881,-3.63012195
"RESTAURANTE CHINO TIN HE","CL MARQUES DE LA VALDAVIA (D 123","28100","EJE VALDAVIA ESPAÑA","916618737","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MEI YU","HOSTELERIA / OCIO","RESTAURANTE CHINO","",40.54708939,-3.65740610
"RESTAURANTE COLOMBIANO PAN CALIENTE","CL HUESCA (DE) 39","28100","OTRAS ZONAS","912290228","NO DISPONIBLE","anajulie.t@hotmail.com","NO DISPONIBLE","MARIA JACQUELINE  FERNANDEZ S.","HOSTELERIA / OCIO","RESTAURANTE COLOMBIANO","",40.54347018,-3.62875911
"RESTAURANTE DE MAESTRO","CL JARAMA (DEL) 7 - TAMBIEN ENTRADA POR C/ EBRO, 2","28100","Z.C. CONSTITUCION","912939205","NO DISPONIBLE","mariettamf@hotmail.com","NO DISPONIBLE","SILVIA MAESTRO FUENTE","HOSTELERIA / OCIO","HOSTELERIA","",40.54462285,-3.63876043
"RESTAURANTE EL PASAJE","PJ RADIO (DE LA) 5","28100","LAS TIENDAS DEL CENTRO","916524869 / 628620740","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","LIDIA RICALDI ASCUCHAGUA","HOSTELERIA / OCIO","RESTAURANTE","",40.54134289,-3.63081595
"RESTAURANTE EL TREBOL","CL MARQUES DE LA VALDAVIA (D 39 - 41","28100","EJE VALDAVIA ESPAÑA","912939080","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","PEDRO J.  DE LA FUENTE SERNA","HOSTELERIA / OCIO","BAR- RESTAURANTE","",40.54277653,-3.63927517
"RESTAURANTE HORNO SAN BERNABE","CL FRANCISCO LARGO CABALLERO 58","28100","VALDELASFUENTES","911294091","NO DISPONIBLE","eduardo_ubeda@terra.es","www.hornosanbernaberestaurante.xxl.com","EDUARDO UBEDA","HOSTELERIA / OCIO","RESTAURANTE","",40.55390426,-3.65581394
"RESTAURANTE LA ROUX","CL FRANCISCO LARGO CABALLERO 20","28100","VALDELASFUENTES","916614594","NO DISPONIBLE","oscararroyo1000@hotmail.com","NO DISPONIBLE","OSCAR ARROYO MARTIN","HOSTELERIA / OCIO","BAR","",40.55365326,-3.64922394
"RESTAURANTE L'ALBUFERA DE LA MORALEJA","AV EUROPA (DE) 17 - BIS","28108","OTRAS ZONAS","916623893","916625367","albuferamoraleja@hotmail.com","NO DISPONIBLE","JOSE IGNACIO PEREZ","HOSTELERIA / OCIO","RESTAURANTE","",40.51762898,-3.65566533
"RESTAURANTE LIGHT HOUSE","AV VALDELAPARRA (DE) 39","28108","OTRAS ZONAS","916612765/654306322","NO DISPONIBLE","info@lighthousemadrid.es","www.lighthousemadrid.es","PILAR JOFRE","HOSTELERIA / OCIO","RESTAURANTE Y CELEBRACION EVENTOS PARTICULARES Y DE EMPRESAS","",40.53965285,-3.64988822
"RESTAURANTE MARVI","CL JARAMA (DEL) 3","28100","Z.C. CONSTITUCION","916522314","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","PAULINA","HOSTELERIA / OCIO","HOSTELERIA","",40.54462285,-3.63876043
"RESTAURANTE MER - PI","CL MANUEL DE FALLA (DE) 52","28100","OTRAS ZONAS","916637842 / 605257805","916536562","rtemerpi@hotmail.com","NO DISPONIBLE","VICENTE MARTIN SANCHEZ","HOSTELERIA / OCIO","RESTAURANTE","",40.55228602,-3.64283796
"RESTAURANTE NIMAR ASADOR","CL PINTOR RIBERA (DEL) 4","28100","OTRAS ZONAS","916625443","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ALEJANDRO","HOSTELERIA / OCIO","RESTAURANTE","",40.53795987,-3.63854664
"RESTAURANTE PROSPERIDAD","CL SAN VICENTE (DE) 8","28100","LAS TIENDAS DEL CENTRO","916535648 / 669995066","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANTONIO CHEN","HOSTELERIA / OCIO","RESTAURANTE CHINO","",40.54304576,-3.63072439
"RESTAURANTE SAN JUAN","AV INDUSTRIA (DE LA) 34","28108","OTRAS ZONAS","916618284","916619333","NO DISPONIBLE","NO DISPONIBLE","MANUEL DELGADO","HOSTELERIA / OCIO","PUB","",40.53410498,-3.65254259
"RESTAURANTE SER","PS VALDELASFUENTES (DE) 9","28100","VALDELASFUENTES","912931616","NO DISPONIBLE","info@conectaconser.com","www.conectaconser.com","CHINCHO NAVARRO","VARIOS","RESTAURANTE","",40.55126463,-3.65392793
"REVESTIMIENTOS JAEN","CL MARQUES DE LA VALDAVIA (D 69","28100","EJE VALDAVIA ESPAÑA","912930762","912930762","NO DISPONIBLE","NO DISPONIBLE","ANTONIO MONJE ALVARO","CONSTRUCCION Y REFORMA","AZULEJOS Y PAVIMENTOS","",40.54438704,-3.64276238
"RINCON DE LA VEGA DE LEVANTE","CL MARQUES DE LA VALDAVIA (D 107","28100","EJE VALDAVIA ESPAÑA","914901168 / 619059107","NO DISPONIBLE","rvl@rinconlavegadelevante.com","www.rinconlavegadelevante.com","RICARDO MORALES ESPINOSA","HOSTELERIA / OCIO","RESTAURANTE","",40.54650844,-3.65371019
"RIVAS & ASOCIADOS LEGAL SERVICES","AV ESPAÑA (DE) 3 - 1ºC","28100","EJE VALDAVIA ESPAÑA","916532377","916636762","info@rivas-asociados.com","www.rivas-asociados.com","JOSE EDUARDO RIVAS DIAZ","SERVICIOS","ASESORAMIENTO JURIDICO DE EMPRESAS","",40.54541831,-3.64326489
"ROBERT LOCUTORIO","CL ANTONIO MENDEZ (DE) 2","28100","Z.C. CONSTITUCION","698200500","NO DISPONIBLE","roberbg73@hotmail.com","NO DISPONIBLE","ANNY MERCEDES FELIZ DE BELTRE","VARIOS","LOCUTORIO","",40.54250389,-3.63601290
"RODAMIENTOS O.M.3","CL REAL VIEJA 56","28100","OTRAS ZONAS","916610274 / 607744019","916616457","NO DISPONIBLE","NO DISPONIBLE","MARTA AVILA DIAZ","VARIOS","RODAMIENTOS. SUMINISTROS INDUSTRIALES","",40.53815155,-3.63597586
"RODEALER","CR IRUN (DE) - KM. 15,600","28108","OTRAS ZONAS","916516290","916534290","direc@rodealer.com","www.rodealer.com","ROSA Mª MARTINEZ","SERVICIOS","CONCESIONARIO OFICIAL VOLKSWAGEN  Y AUDI","",40.54104188,-3.63240185
"RODMAX","CL MANUEL SERRANO FRUTOS (DE 2","28100","Z.C. CONSTITUCION","916547010 / 669459342","916546965","rodmax@iservicesmail.com","NO DISPONIBLE","MAXIMILIANO RODRIGUEZ","SERVICIOS","AGENCIA INMOBILIARIA","",40.54500281,-3.64212214
"ROMA ESTETICA Y PELUQUERIA","CL CONSTITUCION (DE LA) 122","28100","Z.C. CONSTITUCION","916510996","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ROCIO GARCIA","SALUD Y BELLEZA","PELUQUERIA","",40.54964725,-3.64706590
"ROMERA CRESPO CARNICERIA","CL CONSTITUCION (DE LA) 45 - GALERIA AVENIDA PUESTO 20","28100","Z.C. CONSTITUCION","916524350","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ALIMENTACION","CARNICERIA","",40.54272196,-3.63712636
"ROSALIA MENENDEZ","CL MARQUESA VIUDA DE ALDAMA 10 - CLINICA MEDICA","28100","LAS TIENDAS DEL CENTRO","679290932 / 911262423","NO DISPONIBLE","r.menendez.vacas@gmail.com","NO DISPONIBLE","ROSALIA MENENDEZ","SALUD Y BELLEZA","PSICOLOGIA CLINICA","",40.54107708,-3.63327866
"ROSAN CENTRO SUEÑO","CL FUEGO (DEL) 38","28100","Z.C. CONSTITUCION","916639172","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","Mª CARMEN","HOGAR","COLCHONES Y ALFOMBRAS","",40.54429209,-3.63521578
"ROSAN DECOR","CL ORENSE (DE) 4","28100","Z.C. CONSTITUCION","916547934 / 685141790 / 916526430","NO DISPONIBLE","comercial@rosandecor.com","NO DISPONIBLE","MIGUEL ANGEL","HOGAR","TEXTIL HOGAR, CORTINAS, RETALES...","",40.54222714,-3.63665341
"ROSARIO CARRASCO JIMENEZ ( LAURA)","CL FUEGO (DEL) 35","28100","Z.C. CONSTITUCION","916513013","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ROSARIO CARRASCO","MODA Y COMPLEMENTOS","VENTA ROPA","",40.54355619,-3.63538403
"RUIZ & GONZALEZ FRUTERIAS","PS CHOPERA (DE LA) 3 - (GALERIA COMERCIAL, PUESTO 33)","28100","EJE CHOPERA","916621549","NO DISPONIBLE","pablo@ciudalcampo.net","NO DISPONIBLE","PABLO RUIZ CHUECO","ALIMENTACION","FRUTAS Y VERDURAS FRESCAS","",40.53970109,-3.64000752
"RUMAR ALCOBENDAS, S.L.","CL FRANCISCO BAENA VALDEMORO 3","28100","OTRAS ZONAS","916536017","916639992","info@rumaralquiler.com","www.rumaralquiler.com","NO DISPONIBLE","VARIOS","ALQUILER DE MAQUINARIA Y VENTA","",40.54429348,-3.63571647
"S.L.M.","CL MANUEL DE FALLA (DE) 32","28100","OTRAS ZONAS","916592240","916539509","slm@.slm.es","www.slm.es","MONICA AZORIN ALONSO","SERVICIOS","REPARACION Y VENTA DE EQUIPOS INFORMATICOS Y ACCESORIOS","",40.54996642,-3.64685873
"S.M. INTEGRALES","AV ESPAÑA (DE) 24","28100","EJE VALDAVIA ESPAÑA","916530290","916534756","smintegrales@smintegrales.com","NO DISPONIBLE","MARIBEL","VARIOS","SERVICIOS DE LIMPIEZAS","",40.54597712,-3.64217731
"S.S.I","CL OLIVAR (DEL) 11","28100","EJE VALDAVIA ESPAÑA","916625108","916613077","ssi@ssiseguridad.com","www.grupolisman.com","LUIS MIGUEL GONZALEZ","SERVICIOS","SEGURIDAD Y SISTEMAS INFORMATICOS","",40.54826205,-3.64877718
"SAAB","CL CALENDULA (DE LA) 93","28109","OTRAS ZONAS","902509395  /  916508402","NO DISPONIBLE","portiz@saab.com","www.saab.es","PILAR ORTIZ","SERVICIOS","CONCESIONARIO SAAB","",40.52774217,-3.64515090
"SABADELLATLANTICO","CL CONSTITUCION (DE LA) 6","28100","Z.C. CONSTITUCION","916545100","916548318","0309@sabedellatlantico.com","www.bancsabadellatlantico.com","DANIEL VILLAVERDE BARGO","SERVICIOS","ENTIDAD BANCARIA","",40.54147941,-3.63412812
"SABOR SEGOVIANO","AV INDUSTRIA (DE LA) 50","28108","OTRAS ZONAS","916625855","NO DISPONIBLE","restauraciondiaser@hotmail.com","NO DISPONIBLE","JOSE LUIS ZAMARRO","HOSTELERIA / OCIO","HOSTELERIA","",40.53381106,-3.65600520
"SABOR Y TRADICION","CL MARIANO SEBASTIAN IZUEL ( 25","28100","OTRAS ZONAS","647610900","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","GLORIA PATRICIA RUBIANO","HOSTELERIA / OCIO","BAR - RESTAURANTE","",40.54088897,-3.62955678
"SAC CONSULTORA","CL MAESTRO BARBIERI (DEL) 5","28100","OTRAS ZONAS","912939655","916960334","jmgarcia@sacc.es","NO DISPONIBLE","JOSE MARIA GARCIA RODRIGUEZ","SERVICIOS","CONSULTORES DE EMPRESAS","",40.55353987,-3.64214324
"SAGA CENTER","PS VALDELASFUENTES (DE) 9 - LOCAL 3","28100","VALDELASFUENTES","913101880","911425191","raquel@solvermedia.com","www.solvermedia.com","RAQUEL CAMINO CUESTA","ALIMENTACION","ALIMENTACION","",40.55126463,-3.65392793
"SALA ALCOBENDAS","CL MARQUES DE LA VALDAVIA (D 55","28100","EJE VALDAVIA ESPAÑA","916611176","916619843","jjprode@teleline.es","NO DISPONIBLE","JOSE EUGENIO GARCIA","HOSTELERIA / OCIO","SALA DE BINGO Y SERVICIO DE HOSTELERIA","",40.54371323,-3.64132747
"SALAZAR OPTICA & SOL","CL FUEGO (DEL) 40","28100","Z.C. CONSTITUCION","912291727","NO DISPONIBLE","sergio@soys.es","NO DISPONIBLE","SERGIO SALAZAR MARTIN","SALUD Y BELLEZA","OPTICA","",40.54429209,-3.63521578
"SALCHICHERIA ALVARO","CL CONSTITUCION (DE LA) 43 - GALERIA AVD. PUESTO 35","28100","Z.C. CONSTITUCION","916548276","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ALVARO RODRIGUEZ","ALIMENTACION","SALCHICHERIA","",40.54263995,-3.63698826
"SALCHICHERIA JUAN QUIROS","PS CHOPERA (DE LA) 3 - PUESTO 1","28100","EJE CHOPERA","916612704","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JUAN QUIROS HIDALGO","ALIMENTACION","SALCHICHERIA, EMBUTIDOS, Y QUESOS","",40.53970109,-3.64000752
"SALON DE BELLEZA MANOLI","CL IGLESIA (DE LA) 4","28100","OTRAS ZONAS","916636822 / 620680114","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MANUELA ILLESCAS CANALES","SALUD Y BELLEZA","PELUQUERIA DE SEÑORAS","",40.54081224,-3.63220641
"SALÓN MONTERRUBIO","CL VALDEPALITOS (DE) - LOCAL","28100","OTRAS ZONAS","916533849","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ISABEL AGÜERO","SALUD Y BELLEZA","PELUQUERIA","",40.54765773,-3.64649643
"SALONES ANAMA","CL PABLO PICASSO (DE) 64","28100","Z.C. CONSTITUCION","916514012","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANDREA HERRERO SALAN","SALUD Y BELLEZA","PELUQUERIA UNISEX, PERFUMERIA Y ESTETICA","",40.54276765,-3.63794110
"SALONES MILY","CL LIBERTAD (DE LA) 50","28100","LAS TIENDAS DEL CENTRO","916614496","914900492","alcobendas@salonesmily.com","www.salonesmily.com","MILI GOMEZ","HOSTELERIA / OCIO","SALONES DE BODA","",40.53795390,-3.63647864
"SALONES MILY","CL MARQUESA VIUDA DE ALDAMA 64","28100","LAS TIENDAS DEL CENTRO","916614496/600581961","914900492","alcobendas@salonesmily.com","www.salonesmily.com","MILI GOMEZ","HOSTELERIA / OCIO","SALONES DE BODA","",40.54306474,-3.62977917
"SALSAPATOS.COM","CL CONSTITUCION (DE LA) 119 - ESCALERA 3 2ºA","28100","Z.C. CONSTITUCION","651038051","NO DISPONIBLE","salsapatos@hotmail.com","www.salsapatos.com","SARA LORENZO COBOS","MODA Y COMPLEMENTOS","VENTA ONLINE DE CALZADO DE BAILE","",40.54683923,-3.64497823
"SALUS URBAN SPA","AV OLIMPICA 26","28100","OTRAS ZONAS","916629561","NO DISPONIBLE","contacto@saluurbanspa.com","www.salusurbanspa.com","MARCELA ORQUERA","SALUD Y BELLEZA","SALON BELLEZA","",40.53533642,-3.63775176
"SALVADOR HOLGADO INST.ELEC., S.L.","AV ESPAÑA (DE) 24 - 4º A","28100","EJE VALDAVIA ESPAÑA","916521081","916521081","NO DISPONIBLE","NO DISPONIBLE","SALVADOR HOLGADO ALONSO","SERVICIOS","INSTALACIONES Y MONTAJES ELECTRICOS","",40.54597712,-3.64217731
"SAMALAN","CL SEVILLA (DE) 7","28100","OTRAS ZONAS","622562176","NO DISPONIBLE","yotengoexito@yahoo.es","NO DISPONIBLE","SILVIA AGUADO ALONSO","SALUD Y BELLEZA","CONSULTORIA TERAPEUTICA","",40.53874058,-3.63706600
"SANCOR SERVICIO TECNICO","CL DOLORES IBARRURI (DE) 16","28100","VALDELASFUENTES","616002219","NO DISPONIBLE","josemiguel@sancor.es","www.sancor.es","JOSE MIGUEL SANCHEZ SOTO","CONSTRUCCION Y REFORMA","REPARACION DE AIRE ACONDICIONADO Y ELECTRODOMESTICOS","",40.55035103,-3.65425158
"SANDALO","AV MADRID (DE) 65 - LOCAL 10","28100","OTRAS ZONAS","916517807","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CONCEPCION ALCAIDE MARTINEZ","SALUD Y BELLEZA","PELUQUERIA Y SALON DE BELLEZA","",40.55255481,-3.64006584
"SANFIZ","CL GABRIEL GARCIA MARQUEZ (D 22","28108","OTRAS ZONAS","916625625 / 916617544","916617593","dfernandez@sanfiz.net","www.sanfiz.net","DESIREE FERNANDEZ","SERVICIOS","TRANSPORTE DE VIAJEROS POR CARRETERA","",40.54089635,-3.65658593
"SANIFER","CL MARQUES DE LA VALDAVIA (D 73","28100","EJE VALDAVIA ESPAÑA","916614487","916613198","info@sanifer.com","www.sanifer.com","ROCIO O BELEN","CONSTRUCCION Y REFORMA","VENTA DE COCINAS Y ARMARIOS EMPOTRADOS","",40.54454379,-3.64309584
"SANITAS","PS CHOPERA (DE LA) 29","28100","EJE CHOPERA","914904020","914904021","maramos@sanitas.es","www.sanitas.es","MIGUEL ANGEL RAMOS","SERVICIOS","SEGUROS MEDICOS","",40.54125095,-3.64152375
"SANITAS RESIDENCIAL LA MORALEJA","AV VEGA (DE LA) 20","28108","OTRAS ZONAS","914903770","NO DISPONIBLE","apc@sanitasresidencial.com","www.sanitasresidencial.com","ANGELES PAUL CRESPO","SALUD Y BELLEZA","RESIDENCIA DE PERSONAS MAYORES","",40.52002794,-3.64438450
"SANNAS, SALUD Y DESARROLLO PERSONAL","CL VELARDE (DE) 9","28100","EJE VALDAVIA ESPAÑA","912930909","NO DISPONIBLE","sannas@live.com","www.sannasalud.com","ANNA R.  CARNES","SALUD Y BELLEZA","FISIOTERAPIA, HOMEOPATIA, HOSTEOPATIA, PSICOLOGIA,  TERAPIAS NO CONVENCIONALES","",40.54379303,-3.64221529
"SANSIE PELUQUEROS","PJ RADIO (DE LA) 2","28100","LAS TIENDAS DEL CENTRO","916533313","916533313","belensansie@gmail.com","NO DISPONIBLE","BELEN SANCHEZ","SALUD Y BELLEZA","PELUQUERIA UNISEX","",40.54145165,-3.63128837
"SANTIAGO SAN ROMAN","AV ESPAÑA (DE) 3 - (GALERIA ESPAÑA) PUESTO 13","28100","EJE VALDAVIA ESPAÑA","916531087","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","SANTIAGO SAN ROMAN","ALIMENTACION","CARNICERIA","",40.54541831,-3.64326489
"SANTO DOMINGO","CL CRUZ (DE LA) 3","28100","OTRAS ZONAS","916530427","916530427","imbertdelolmo@hotmail.com","NO DISPONIBLE","ELODIE IMBERT","VARIOS","LOCUTORIO","",40.52430775,-3.63872000
"SANTO DOMINGO","CL CRUZ (DE LA) 3","28100","OTRAS ZONAS","916530421","916530427","imbertdelolmo@hotmail.com","NO DISPONIBLE","ELODIE IMBERT","ALIMENTACION","ALIMENTACION (PRODUCTOS LATINOS DE IMPORTACIÓN)","",40.52430775,-3.63872000
"SANTOS","CL MARQUESA VIUDA DE ALDAMA 39","28100","LAS TIENDAS DEL CENTRO","916639577","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","URBANO","MODA Y COMPLEMENTOS","VENTA DE ROPA","",40.54209775,-3.63109597
"SATIN","CL RUPERTO CHAPI (DE) 5 - LOCAL 2","28100","EJE VALDAVIA ESPAÑA","910090795","NO DISPONIBLE","satincb@gmail.com","www.peluqueriayesteticasatin.com","CRISTINA RODRIGUEZ","SALUD Y BELLEZA","PELUQUERIA Y ESTETICA","",40.54700290,-3.64621925
"SDM COMPUTERS","CL MARQUES DE LA VALDAVIA (D 137","28100","EJE VALDAVIA ESPAÑA","914904849","916546952","NO DISPONIBLE","NO DISPONIBLE","ESTELA PALACIOS","SERVICIOS","VENTA MANTENIMIENTO Y REPARACION DE MATERIAL INFORMATICO","",40.54730341,-3.65882197
"SECURITAS DIRECT","CL DOLORES IBARRURI (DE) 15","28100","VALDELASFUENTES","914901703","914902138","NO DISPONIBLE","www.securitasdirect.es","JAVIER","VARIOS","ALARMAS, ELEMENTOS DE DOMÓTICA, COMPLEMENTOS","",40.55011306,-3.65521763
"SELLE PELUQUEROS","CL CONSTITUCION (DE LA) 89","28100","Z.C. CONSTITUCION","912930797 / 650984063","NO DISPONIBLE","jancollado@yahoo.es","NO DISPONIBLE","Mª LUISA MORALES SALCEDO","SALUD Y BELLEZA","PELUQUERIA","",40.54463440,-3.64121988
"SENY","CL MARQUES DE LA VALDAVIA (D 39","28100","EJE VALDAVIA ESPAÑA","916537113","NO DISPONIBLE","maritaiglesias73@yahoo.com","NO DISPONIBLE","MARIA","MODA Y COMPLEMENTOS","ZAPATOS, ROPA Y ACCESORIOS","",40.54277653,-3.63927517
"SENY","CL MARQUESA VIUDA DE ALDAMA 39","28100","LAS TIENDAS DEL CENTRO","916537113","NO DISPONIBLE","mariaiglesias73@yahoo.es","NO DISPONIBLE","NO DISPONIBLE","MODA Y COMPLEMENTOS","VENTA TEXTIL","",40.54209775,-3.63109597
"SER MADRID NORTE / LOCALIA MADRID NORTE","PJ RADIO (DE LA) 1 - 1º A","28100","LAS TIENDAS DEL CENTRO","916531199","916533072","correo@sermadridnorte.com","NO DISPONIBLE","DAVID GUERRERO","VARIOS","RADIODIFUSION COMERCIAL","",40.54152739,-3.63122930
"SERHIY SHPET","CL NARANJOS (DE LOS) 1","28100","LAS TIENDAS DEL CENTRO","606981046","NO DISPONIBLE","606981046s@gmail.com","NO DISPONIBLE","SERHIY SHPET","SERVICIOS","TURISMO","",40.53824093,-3.63662248
