Nombre,Temas,Subtemas,Tipos,Subtipos,Subsubtipos,Perfiles,País,Provincia,Municipio,Distrito,Calle,Número,Bloque,Portal,Escalera,Planta,Puerta,Localidad,C.P.,Georreferenciación,Coordenada X (UTM),Coordenada Y (UTM),Coordenada X,Coordenada Y,CIF,Teléfono,Fax,Email,Web,Texto
"Parada autobús AVENIDA DE BRUSELAS - CENTRO EMPRESARIAL (pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV BRUSELAS DE","34","","","","","","Alcobendas","","center=40.52960154691634,-3.6423432556361206&info=Parada autobús AVENIDA DE BRUSELAS - CENTRO EMPRESARIAL (pares)",445595.53000007925,4486738.69,40.52960154691634,-3.6423432556361206,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_3232032557041"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2251"">L-9.&nbsp;&nbsp;Estaci&oacute;n FFCC.-Arroyo de la Vega</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2265"">159. Madrid-Alcobendas (Avenida de la Vega)</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2278"">N-102. (L&iacute;nea Nocturna). Madrid-S.S. Reyes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE BRUSELAS - ESTACIÓN DE METRO LA MORALEJA (impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV BRUSELAS DE","15","","","","","","Alcobendas","","center=40.53143181838874,-3.6354630510902317&info=Parada autobús AVENIDA DE BRUSELAS - ESTACIÓN DE METRO "LA MORALEJA" (impares)",446179.73000007344,4486937.630000002,40.53143181838874,-3.6354630510902317,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2949054681352"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2251"">L-9.&nbsp;&nbsp;Estaci&oacute;n FFCC.-Arroyo de la Vega</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2265"">159. Madrid-Alcobendas (Avenida de la Vega)</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2278"">N102. (L&iacute;nea Nocturna). Madrid-S.S. Reyes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE BRUSELAS - ESTACIÓN DE METRO LA MORALEJA (pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV BRUSELAS DE","14","","","","","","Alcobendas","","center=40.53169446941734,-3.6351113192206173&info=Parada autobús AVENIDA DE BRUSELAS - ESTACIÓN DE METRO "LA MORALEJA" (pares)",446209.73000007326,4486966.569999999,40.53169446941734,-3.6351113192206173,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4015497004833"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2251"">L-9.&nbsp;&nbsp;Estaci&oacute;n FFCC.-Arroyo de la Vega</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2265"">159. Madrid-Alcobendas (Avenida de la Vega)</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2278"">N-102. (L&iacute;nea Nocturna). Madrid-S.S. Reyes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE CAMILO JOSÉ CELA - CALLE DE GABRIEL GARCÍA MÁRQUEZ","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV CAMILO-JOSE CELA","28","","","","","","Alcobendas","","center=40.54172005322339,-3.658895160295399&info=Parada autobús AVENIDA DE CAMILO JOSÉ CELA - CALLE DE GABRIEL GARCÍA MÁRQUEZ",444203.68000009476,4488094.210000001,40.54172005322339,-3.658895160295399,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2944346586485"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera) </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE CAMILO JOSÉ CELA - CALLE DEL MARQUÉS DE LA VALDAVIA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV CAMILO-JOSE CELA","6","","","","","","Alcobendas","","center=40.54673480011032,-3.6571137951720467&info=Parada autobús CAMILO JOSÉ CELA - MARQUÉS VALDAVIA",444358.6800000929,4488649.730000003,40.54673480011032,-3.6571137951720467,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1333230973674"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera)</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA - AYUNTAMIENTO ","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"PZ MAYOR","1","","","","","","Alcobendas","","center=40.547202094245534,-3.641321192330504&info=Parada autobús AV.ESPAÑA - AYUNTAMIENTO ",445696.31000007835,4488691.75,40.547202094245534,-3.641321192330504,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_7474367158011"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2254"">151. Madrid (Plaza de Castilla) -Alcobendas</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2280"">158. Madrid (Pinar de Chamart&iacute;n)-San Sebasti&aacute;n de los Reyes (Tempranales)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2275"">827A. Universidad Aut&oacute;noma-Alcobendas-S.S Reyes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA - CALLE DE ÁVILA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV ESPAÑA","56 A","","","","","","Alcobendas","","center=40.544695648099406,-3.6318658658675522&info=Parada autobús AVENIDA DE ESPAÑA - CALLE DE ÁVILA",446494.9476000706,4488407.747,40.544695648099406,-3.6318658658675522,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_6791266103547"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2251"">L-9.&nbsp;&nbsp;Estaci&oacute;n FFCC.-Arroyo de la Vega</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA - CALLE DE LA CONSTITUCIÓN","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV ESPAÑA","14","","","","","","Alcobendas","","center=40.54525888373913,-3.6428772149389386&info=Parada autobús AVENIDA DE ESPAÑA - CALLE DE LA CONSTITUCIÓN",445562.9800000797,4488477.009999999,40.54525888373913,-3.6428772149389386,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2514471414855"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2.&nbsp;&nbsp;Alcobendas-La Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2274"">827. Madrid (Canillejas)-T4-S.S Reyes-Alcobendas-Univ. Aut&oacute;noma-Tres Cantos</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA - CALLE DE MARIANO SEBASTIÁN IZUEL","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV ESPAÑA","","","","","","","Alcobendas","","center=40.5409617445444,-3.628451210212205&info=Parada autobús AV.ESPAÑA - C/M.S.IZUEL",446781.140000068,4487991.209999998,40.5409617445444,-3.628451210212205,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2050093228505"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2. Alcobendas-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2254"">151. Madrid (Plaza de Castilla) -Alcobendas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2280"">158. Madrid (Pinar de Chamart&iacute;n)-San Sebasti&aacute;n de los Reyes (Tempranales) </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2274"">827. Madrid (Canillejas)-T4-S.S Reyes-Alcobendas-Univ. Aut&oacute;noma-Tres Cantos</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2278"">N-102. (L&iacute;nea Nocturna). Madrid-S.S. Reyes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA - CALLE DE SALAMANCA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV ESPAÑA","58","","","","","","Alcobendas","","center=40.54343947700776,-3.6282891974573306&info=Parada autobús AVENIDA DE ESPAÑA - CALLE DE SALAMANCA",446796.8201984959,4488266.14471204,40.54343947700776,-3.6282891974573306,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_6859941024178"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2. Alcobendas-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2251"">L-9.&nbsp;&nbsp;Estaci&oacute;n FFCC.-Arroyo de la Vega</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2268"">180. Alcobendas-Algete</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2274"">827. Madrid (Canillejas)-T4-S.S Reyes-Alcobendas-Univ. Aut&oacute;noma-Tres Cantos</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2278"">N-102. (L&iacute;nea Nocturna). Madrid-S.S. Reyes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA - CENTRO DE SALUD","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV ESPAÑA","36","","","","","","Alcobendas","","center=40.544440092152065,-3.629836716659741&info=Parada autobús AV. ESPAÑA - C. SALUD",446666.57000006916,4488378.15,40.544440092152065,-3.629836716659741,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5177833571362"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2251"">L-9.&nbsp;&nbsp;Estaci&oacute;n FFCC.-Arroyo de la Vega</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2275"">827A. Universidad Aut&oacute;noma-Alcobendas-S.S Reyes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA - CENTRO DE SALUD MIRAFLORES","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV ESPAÑA","48","","","","","","Alcobendas","","center=40.54786979423709,-3.638235938752853&info=Parada autobús AV.ESPAÑA - C.SALUD MIRAFLORES",445958.09140007576,4488763.969499999,40.54786979423709,-3.638235938752853,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5034837416570"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2280"">158. Madrid (Pinar de Chamart&iacute;n)-San Sebasti&aacute;n de los Reyes (Tempranales) </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA (FRENTE A AYUNTAMIENTO)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV ESPAÑA","34","","","","","","Alcobendas","","center=40.54710642833964,-3.640897606785856&info=Parada autobús AV.ESPAÑA (FRENTE A AYUNTAMIENTO)",445732.10000007803,4488680.870000001,40.54710642833964,-3.640897606785856,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_3496767470674"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2.&nbsp;&nbsp;Alcobendas-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2254"">151. Madrid (Plaza de Castilla) -Alcobendas</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2280"">158. Madrid (Pinar de Chamart&iacute;n)-San Sebasti&aacute;n de los Reyes (Tempranales)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2274"">827. Madrid (Canillejas)-T4-S.S Reyes-Alcobendas-Univ. Aut&oacute;noma-Tres Cantos</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA-ESTACIÓN ALCOBENDAS  S. S. DE LOS REYES (1)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV ESPAÑA","52","","","","","","Alcobendas","","center=40.54656509565594,-3.6348912228501744&info=Parada autobús AVENIDA DE ESPAÑA-ESTACIÓN ALCOBENDAS  S. S. DE LOS REYES",446240.260000073,4488617.100000001,40.54656509565594,-3.6348912228501744,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_8955214849694"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;nes urbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2. Alcobendas-S. Seb. de los Reyes-La Moraleja&nbsp;</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2254"">151. Madrid (Plaza Castilla) - Alcobendas</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2280"">158. Madrid (Pinar de Chamart&iacute;n) - Alcobendas - S. Sebasti&aacute;n de Los Reyes (Tempranales)&nbsp;</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2274"">827. Madrid (Canillejas)-T4-S.S Reyes-Alcobendas-Univ. Aut&oacute;noma-Tres Cantos </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">828. Universidad Aut&oacute;noma-Alcobendas-T4-Recintos Feriales-Canillejas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N101. Madrid (Plaza Castilla) - Alcobendas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE ESPAÑA-ESTACIÓN ALCOBENDAS  S. S. DE LOS REYES (2)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV ESPAÑA","52","","","","","","Alcobendas","","center=40.54639985573283,-3.6348943863291856&info=Parada autobús AV. ESPAÑA-ESTACIÓN FF.CC",446239.8600000731,4488598.76,40.54639985573283,-3.6348943863291856,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1322447606503"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;nes urbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2251"">L-9. Estaci&oacute;n FFCC.-Arroyo de la Vega&nbsp;</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2268"">180. Alcobendas-Algete </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE EUROPA - CENTRO COMERCIAL MORALEJA GREEN (impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV EUROPA","17","","","","","","Alcobendas","","center=40.51761115410066,-3.6556825692342914&info=Parada autobús AVENIDA DE EUROPA - CENTRO COMERCIAL MORALEJA GREEN (impares)",444455.8270000915,4485416.056,40.51761115410066,-3.6556825692342914,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_8104618224740"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera) </a>&nbsp;</li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuentes</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE EUROPA - CENTRO COMERCIAL MORALEJA GREEN (pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV EUROPA","16","","","","","","Alcobendas","","center=40.51733586673978,-3.655941724541686&info=Parada autobús AVENIDA DE EUROPA - CENTRO COMERCIAL MORALEJA GREEN (pares)",444433.64600009186,4485385.662,40.51733586673978,-3.655941724541686,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4708919572480"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera) </a>&nbsp;</li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuentes</a></li></ul></div></div><!--fin fichaterritoriales-->"
